 -82 [da:11:1c:d7:12:dc]
RSSI: -81 [da:12:78:bc:02:dc]
RSSI: -78 [da:12:78:c9:02:fc]
RSSI: -76 [da:12:78:c9:02:fc]
RSSI: -80 [da:12:78:d6:03:2c]
RSSI: -89 [da:0c:d4:24:15:3a]
RSSI: -80 [da:12:78:e2:03:4c]
RSSI: -79 [da:12:78:e2:03:4c]
RSSI: -77 [da:12:78:ef:03:7c]
RSSI: -88 [da:12:78:ef:03:7c]
RSSI: -91 [da:0a:f0:50:05:ab]
RSSI: -89 [da:0c:d4:41:15:8a]
RSSI: -82 [da:12:78:fc:03:9c]
RSSI: -81 [da:12:79:08:03:cc]
RSSI: -83 [da:12:79:08:03:cc]
RSSI: -80 [da:12:79:15:03:ec]
RSSI: -79 [da:12:79:15:03:ec]
RSSI: -90 [da:0c:d4:6b:15:fa]
RSSI: -80 [da:12:79:22:04:1c]
RSSI: -77 [da:12:79:22:04:1c]
RSSI: -75 [da:12:79:2f:04:3c]
RSSI: -78 [da:12:79:2f:04:3c]
RSSI: -77 [da:12:79:3b:04:6c]
RSSI: -79 [da:12:79:48:04:8c]
RSSI: -92 [da:0c:d4:94:00:2a]
RSSI: -90 [da:0f:dd:b2:0b:4e]
RSSI: -80 [da:12:79:48:04:8c]
RSSI: -79 [da:12:79:55:04:bc]
RSSI: -82 [da:12:79:55:04:bc]
RSSI: -90 [da:0f:dd:c1:0b:7e]
RSSI: -88 [da:0c:d4:b0:00:7a]
RSSI: -82 [da:12:79:62:04:dc]
RSSI: -81 [da:12:79:6e:05:0c]
RSSI: -90 [da:0c:d4:be:00:9a]
RSSI: -79 [da:12:79:6e:05:0c]
RSSI: -75 [da:12:79:7b:05:3c]
RSSI: -91 [da:0c:d4:cb:00:ca]
RSSI: -79 [da:12:79:7b:05:3c]
RSSI: -90 [da:0c:d4:e8:01:1a]
RSSI: -79 [da:12:79:94:05:8c]
RSSI: -91 [da:0c:d4:e8:01:1a]
RSSI: -77 [da:12:79:94:05:8c]
RSSI: -79 [da:12:79:a1:05:ac]
RSSI: -81 [da:12:79:a1:05:ac]
RSSI: -78 [da:12:79:ae:05:dc]
RSSI: -86 [da:12:79:bb:05:fc]
RSSI: -94 [da:0a:f1:19:07:fb]
RSSI: -80 [da:12:79:bb:05:fc]
RSSI: -84 [da:12:79:c7:06:2c]
RSSI: -94 [da:0f:de:4f:0d:0e]
RSSI: -90 [da:0c:d5:2c:01:da]
RSSI: -88 [da:12:79:e1:06:7c]
RSSI: -80 [da:12:79:ee:06:9c]
RSSI: -80 [da:12:79:ee:06:9c]
RSSI: -82 [da:12:79:fa:06:cc]
RSSI: -92 [da:0c:d5:56:02:4a]
RSSI: -91 [da:0a:f1:60:08:cb]
RSSI: -80 [da:12:7a:07:06:ec]
RSSI: -92 [da:0c:d5:64:02:7a]
RSSI: -79 [da:12:7a:14:07:1c]
RSSI: -77 [da:12:7a:21:07:4c]
RSSI: -81 [da:12:7a:2d:07:6c]
RSSI: -76 [da:12:7a:2d:07:6c]
RSSI: -76 [da:12:7a:3a:07:9c]
RSSI: -90 [da:0a:f1:9b:09:7b]
RSSI: -75 [da:12:7a:47:07:bc]
RSSI: -79 [da:12:7a:54:07:ec]
RSSI: -74 [da:12:7a:54:07:ec]
RSSI: -75 [da:12:7a:60:08:0c]
RSSI: -94 [da:0c:d5:b8:03:5a]
RSSI: -75 [da:12:7a:6d:08:3c]
RSSI: -81 [da:12:7a:7a:08:6c]
RSSI: -76 [da:12:7a:7a:08:6c]
RSSI: -74 [da:12:7a:87:08:8c]
RSSI: -89 [da:0c:d5:e1:03:ca]
RSSI: -89 [da:0c:d5:e1:03:ca]
RSSI: -78 [da:12:7a:94:08:bc]
RSSI: -88 [da:12:7a:a0:08:dc]
RSSI: -80 [da:12:7a:a0:08:dc]
RSSI: -73 [da:12:7a:ad:09:0c]
RSSI: -79 [da:12:7a:ba:09:2c]
RSSI: -87 [da:0c:d6:0b:04:4a]
RSSI: -88 [da:12:7a:c6:09:5c]
RSSI: -86 [da:0c:d6:18:04:6a]
RSSI: -88 [da:12:7a:c6:09:5c]
RSSI: -88 [da:0c:d6:18:04:6a]
RSSI: -74 [da:12:7a:d3:09:7c]
RSSI: -85 [da:0c:d6:26:04:8a]
RSSI: -86 [da:0c:d6:26:04:8a]
RSSI: -75 [da:12:7a:e0:09:ac]
RSSI: -87 [da:0c:d6:35:04:ba]
RSSI: -86 [da:12:7a:ed:09:cc]
RSSI: -74 [da:12:7a:ed:09:cc]
RSSI: -86 [da:0c:d6:41:04:da]
RSSI: -72 [da:12:7a:fa:09:fc]
RSSI: -85 [da:0c:d6:50:05:0a]
RSSI: -83 [da:0c:d6:50:05:0a]
RSSI: -72 [da:12:7b:07:0a:2c]
RSSI: -90 [da:0a:f2:65:0b:cb]
RSSI: -76 [da:12:7b:13:0a:4c]
RSSI: -76 [da:12:7b:13:0a:4c]
RSSI: -70 [da:12:7b:13:0a:4c]
RSSI: -81 [da:0c:d6:6b:05:4a]
RSSI: -80 [da:0c:d6:6b:05:4a]
RSSI: -70 [da:12:7b:20:0a:7c]
RSSI: -80 [da:0c:d6:7a:05:7a]
RSSI: -68 [da:12:7b:2d:0a:9c]
RSSI: -80 [da:0c:d6:7a:05:7a]
RSSI: -71 [da:12:7b:3a:0a:cc]
RSSI: -70 [da:12:7b:3a:0a:cc]
RSSI: -78 [da:0c:d6:95:05:ca]
RSSI: -67 [da:12:7b:47:0a:ec]
RSSI: -69 [da:12:7b:53:0b:1c]
RSSI: -79 [da:0c:d6:a3:05:ea]
RSSI: -72 [da:12:7b:60:0b:4c]
RSSI: -77 [da:0c:d6:b2:06:1a]
RSSI: -72 [da:12:7b:60:0b:4c]
RSSI: -78 [da:0c:d6:b2:06:1a]
RSSI: -92 [da:0a:f2:bc:0c:cb]
RSSI: -77 [da:0c:d6:bf:06:3a]
RSSI: -70 [da:12:7b:7a:0b:9c]
RSSI: -78 [da:0c:d6:cd:06:5a]
RSSI: -79 [da:0c:d6:cd:06:5a]
RSSI: -70 [da:12:7b:86:0b:bc]
RSSI: -77 [da:0c:d6:dc:06:8a]
RSSI: -70 [da:12:7b:86:0b:bc]
RSSI: -78 [da:0c:d6:dc:06:8a]
RSSI: -67 [da:12:7b:93:0b:ec]
RSSI: -76 [da:0c:d6:e8:06:aa]
RSSI: -69 [da:12:7b:a0:0c:0c]
RSSI: -80 [da:0c:d6:f7:06:da]
RSSI: -71 [da:12:7b:ad:0c:3c]
RSSI: -71 [da:12:7b:ad:0c:3c]
RSSI: -71 [da:12:7b:ad:0c:3c]
RSSI: -78 [da:0c:d7:05:06:fa]
RSSI: -68 [da:12:7b:ba:0c:6c]
RSSI: -78 [da:0c:d7:12:07:1a]
RSSI: -79 [da:0c:d7:12:07:1a]
RSSI: -73 [da:12:7b:c7:0c:8c]
RSSI: -79 [da:0c:d7:12:07:1a]
RSSI: -75 [da:12:7b:d3:0c:bc]
RSSI: -78 [da:0c:d7:21:07:4a]
RSSI: -75 [da:12:7b:d3:0c:bc]
RSSI: -72 [da:12:7b:d3:0c:bc]
RSSI: -79 [da:0c:d7:2f:07:6a]
RSSI: -82 [da:0c:d7:2f:07:6a]
RSSI: -72 [da:12:7b:e0:0c:dc]
RSSI: -82 [da:0c:d7:2f:07:6a]
RSSI: -71 [da:12:7b:ed:0d:0c]
RSSI: -74 [da:12:7b:fa:0d:2c]
RSSI: -80 [da:0c:d7:4b:07:ba]
RSSI: -74 [da:12:7b:fa:0d:2c]
RSSI: -74 [da:12:7b:fa:0d:2c]
RSSI: -85 [da:0c:d7:59:07:ea]
RSSI: -73 [da:12:7c:07:0d:5c]
RSSI: -84 [da:0c:d7:59:07:ea]
RSSI: -78 [da:12:7c:13:0d:8c]
RSSI: -85 [da:0c:d7:66:08:0a]
RSSI: -78 [da:12:7c:20:0d:ac]
RSSI: -89 [da:0c:d7:74:08:3a]
RSSI: -82 [da:12:7c:2d:0d:dc]
RSSI: -78 [da:12:7c:3a:0d:fc]
RSSI: -90 [da:0c:d7:90:08:8a]
RSSI: -79 [da:12:7c:47:0e:2c]
RSSI: -83 [da:12:7c:47:0e:2c]
RSSI: -88 [da:0c:d7:9e:08:aa]
RSSI: -77 [da:12:7c:54:0e:5c]
RSSI: -75 [da:12:7c:60:0e:7c]
RSSI: -77 [da:12:7c:6d:0e:ac]
RSSI: -73 [da:12:7c:6d:0e:ac]
RSSI: -90 [da:0c:d7:c8:09:1a]
RSSI: -72 [da:12:7c:7a:0e:cc]
RSSI: -87 [da:0c:d7:d7:09:4a]
RSSI: -75 [da:12:7c:87:0e:fc]
RSSI: -86 [da:0c:d7:d7:09:4a]
RSSI: -76 [da:12:7c:94:0f:2c]
RSSI: -72 [da:12:7c:94:0f:2c]
RSSI: -71 [da:12:7c:a1:0f:4c]
RSSI: -70 [da:12:7c:a1:0f:4c]
RSSI: -72 [da:12:7c:ae:0f:7c]
RSSI: -72 [da:12:7c:ba:0f:9c]
RSSI: -71 [da:12:7c:ba:0f:9c]
RSSI: -70 [da:12:7c:c7:0f:cc]
RSSI: -70 [da:12:7c:c7:0f:cc]
RSSI: -72 [da:12:7c:c7:0f:cc]
RSSI: -72 [da:12:7c:d4:0f:ec]
RSSI: -72 [da:12:7c:e1:10:1c]
RSSI: -73 [da:12:7c:e1:10:1c]
RSSI: -71 [da:12:7c:ee:10:4c]
RSSI: -71 [da:12:7c:ee:10:4c]
RSSI: -70 [da:12:7c:fb:10:6c]
RSSI: -70 [da:12:7d:07:10:9c]
RSSI: -68 [da:12:7d:07:10:9c]
RSSI: -69 [da:12:7d:14:10:bc]
RSSI: -70 [da:12:7d:14:10:bc]
RSSI: -68 [da:12:7d:21:10:ec]
RSSI: -72 [da:12:7d:2e:11:0c]
RSSI: -71 [da:12:7d:2e:11:0c]
RSSI: -73 [da:12:7d:3b:11:3c]
RSSI: -78 [da:12:7d:3b:11:3c]
RSSI: -75 [da:12:7d:48:11:5c]
RSSI: -76 [da:12:7d:55:11:8c]
RSSI: -72 [da:12:7d:55:11:8c]
RSSI: -76 [da:12:7d:62:11:ac]
RSSI: -69 [da:12:7d:62:11:ac]
RSSI: -66 [da:12:7d:6f:11:dc]
RSSI: -64 [da:12:7d:7b:11:fc]
RSSI: -63 [da:12:7d:7b:11:fc]
RSSI: -65 [da:12:7d:88:12:2c]
RSSI: -62 [da:12:7d:88:12:2c]
RSSI: -61 [da:12:7d:95:12:5c]
RSSI: -61 [da:12:7d:95:12:5c]
RSSI: -61 [da:12:7d:a2:12:7c]
RSSI: -59 [da:12:7d:a2:12:7c]
RSSI: -90 [da:0c:d8:fc:0c:8a]
RSSI: -60 [da:12:7d:af:12:ac]
RSSI: -90 [da:0c:d8:fc:0c:8a]
RSSI: -59 [da:12:7d:af:12:ac]
RSSI: -58 [da:12:7d:bc:12:cc]
RSSI: -59 [da:12:7d:bc:12:cc]
RSSI: -58 [da:12:7d:c8:12:fc]
RSSI: -95 [da:0c:d9:18:0c:da]
RSSI: -57 [da:12:7d:c8:12:fc]
RSSI: -59 [da:12:7d:d6:13:1c]
RSSI: -58 [da:12:7d:d6:13:1c]
RSSI: -57 [da:12:7d:e2:13:4c]
RSSI: -58 [da:12:7d:ef:13:6c]
RSSI: -58 [da:12:7d:ef:13:6c]
RSSI: -57 [da:12:7d:ef:13:6c]
RSSI: -60 [da:12:7d:fc:13:9c]
RSSI: -59 [da:12:7d:fc:13:9c]
RSSI: -57 [da:12:7e:09:13:bc]
RSSI: -60 [da:12:7e:09:13:bc]
RSSI: -90 [da:0c:d9:5d:0d:aa]
RSSI: -60 [da:12:7e:16:13:ec]
RSSI: -60 [da:12:7e:16:13:ec]
RSSI: -59 [da:12:7e:16:13:ec]
RSSI: -59 [da:12:7e:16:13:ec]
RSSI: -61 [da:12:7e:23:14:0c]
RSSI: -61 [da:12:7e:23:14:0c]
RSSI: -61 [da:12:7e:30:14:3c]
RSSI: -63 [da:12:7e:30:14:3c]
RSSI: -64 [da:12:7e:3c:14:6c]
RSSI: -64 [da:12:7e:3c:14:6c]
RSSI: -67 [da:12:7e:4a:14:8c]
RSSI: -68 [da:12:7e:4a:14:8c]
RSSI: -69 [da:12:7e:57:14:bc]
RSSI: -76 [da:12:7e:57:14:bc]
RSSI: -75 [da:12:7e:63:14:dc]
RSSI: -86 [da:12:7e:63:14:dc]
RSSI: -76 [da:12:7e:70:15:0c]
RSSI: -83 [da:12:7e:70:15:0c]
RSSI: -74 [da:12:7e:7d:15:2c]
RSSI: -69 [da:12:7e:7d:15:2c]
RSSI: -73 [da:12:7e:8a:15:5c]
RSSI: -69 [da:12:7e:97:15:8c]
RSSI: -69 [da:12:7e:97:15:8c]
RSSI: -68 [da:12:7e:a4:15:ac]
RSSI: -66 [da:12:7e:a4:15:ac]
RSSI: -69 [da:12:7e:b1:15:dc]
RSSI: -69 [da:12:7e:b1:15:dc]
RSSI: -71 [da:12:7e:be:15:fc]
RSSI: -73 [da:12:7e:cb:16:2c]
RSSI: -72 [da:12:7e:cb:16:2c]
RSSI: -76 [da:12:7e:d7:16:4c]
RSSI: -76 [da:12:7e:d7:16:4c]
RSSI: -76 [da:12:7e:e5:16:7c]
RSSI: -74 [da:12:7e:f2:00:2c]
RSSI: -69 [da:12:7e:f2:00:2c]
RSSI: -70 [da:12:7e:f2:00:2c]
RSSI: -74 [da:12:7e:fe:00:5c]
RSSI: -73 [da:12:7e:fe:00:5c]
RSSI: -74 [da:12:7f:0b:00:7c]
RSSI: -94 [da:0c:da:59:10:6a]
RSSI: -70 [da:12:7f:18:00:ac]
RSSI: -75 [da:12:7f:25:00:cc]
RSSI: -73 [da:12:7f:25:00:cc]
RSSI: -75 [da:12:7f:32:00:fc]
RSSI: -73 [da:12:7f:3f:01:1c]
RSSI: -88 [da:0a:f6:a4:01:ab]
RSSI: -73 [da:12:7f:4c:01:4c]
RSSI: -86 [da:0a:f6:b0:01:db]
RSSI: -87 [da:0a:f6:b0:01:db]
RSSI: -74 [da:12:7f:59:01:7c]
RSSI: -84 [da:0a:f6:c0:02:0b]
RSSI: -73 [da:12:7f:66:01:9c]
RSSI: -74 [da:12:7f:73:01:cc]
RSSI: -84 [da:0a:f6:d0:02:2b]
RSSI: -75 [da:12:7f:80:01:ec]
RSSI: -83 [da:0a:f6:dc:02:5b]
RSSI: -75 [da:12:7f:80:01:ec]
RSSI: -72 [da:12:7f:80:01:ec]
RSSI: -83 [da:0a:f6:dc:02:5b]
RSSI: -69 [da:12:7f:8d:02:1c]
RSSI: -83 [da:0a:f6:ec:02:7b]
RSSI: -71 [da:12:7f:9a:02:3c]
RSSI: -81 [da:0a:f6:fc:02:ab]
RSSI: -80 [da:0a:f6:fc:02:ab]
RSSI: -73 [da:12:7f:a7:02:6c]
RSSI: -72 [da:12:7f:a7:02:6c]
RSSI: -81 [da:0a:f7:08:02:db]
RSSI: -71 [da:12:7f:b4:02:8c]
RSSI: -82 [da:0a:f7:18:02:fb]
RSSI: -81 [da:0a:f7:18:02:fb]
RSSI: -75 [da:12:7f:c1:02:bc]
RSSI: -78 [da:12:7f:ce:02:ec]
RSSI: -82 [da:0a:f7:28:03:2b]
RSSI: -75 [da:12:7f:ce:02:ec]
RSSI: -72 [da:12:7f:db:03:0c]
RSSI: -80 [da:0a:f7:34:03:5b]
RSSI: -71 [da:12:7f:db:03:0c]
RSSI: -81 [da:0a:f7:44:03:8b]
RSSI: -73 [da:12:7f:e7:03:3c]
RSSI: -80 [da:0a:f7:44:03:8b]
RSSI: -82 [da:0a:f7:54:03:ab]
RSSI: -76 [da:12:7f:f5:03:5c]
RSSI: -82 [da:0a:f7:54:03:ab]
RSSI: -73 [da:12:7f:f5:03:5c]
RSSI: -82 [da:0a:f7:54:03:ab]
RSSI: -73 [da:12:80:02:03:8c]
RSSI: -76 [da:12:80:02:03:8c]
RSSI: -83 [da:0a:f7:60:03:db]
RSSI: -74 [da:12:80:0e:03:ac]
RSSI: -74 [da:12:80:0e:03:ac]
RSSI: -76 [da:12:80:0e:03:ac]
RSSI: -81 [da:0a:f7:70:04:0b]
RSSI: -84 [da:0a:f7:70:04:0b]
RSSI: -78 [da:12:80:1b:03:dc]
RSSI: -83 [da:0a:f7:80:04:3b]
RSSI: -78 [da:12:80:1b:03:dc]
RSSI: -83 [da:0a:f7:80:04:3b]
RSSI: -83 [da:0a:f7:80:04:3b]
RSSI: -76 [da:12:80:29:04:0c]
RSSI: -84 [da:12:80:29:04:0c]
RSSI: -84 [da:0a:f7:8c:04:5b]
RSSI: -77 [da:12:80:35:04:2c]
RSSI: -84 [da:0a:f7:8c:04:5b]
RSSI: -74 [da:12:80:35:04:2c]
RSSI: -80 [da:12:80:42:04:5c]
RSSI: -86 [da:0a:f7:9c:04:8b]
RSSI: -80 [da:12:80:42:04:5c]
RSSI: -74 [da:12:80:42:04:5c]
RSSI: -84 [da:0a:f7:ac:04:bb]
RSSI: -74 [da:12:80:50:04:7c]
RSSI: -85 [da:0a:f7:ac:04:bb]
RSSI: -88 [da:0a:f7:ac:04:bb]
RSSI: -79 [da:12:80:50:04:7c]
RSSI: -75 [da:12:80:5c:04:ac]
RSSI: -89 [da:0a:f7:b8:04:db]
RSSI: -79 [da:12:80:5c:04:ac]
RSSI: -81 [da:12:80:69:04:cc]
RSSI: -77 [da:12:80:69:04:cc]
RSSI: -80 [da:12:80:76:04:fc]
RSSI: -92 [da:0f:e4:f0:09:be]
RSSI: -77 [da:12:80:83:05:1c]
RSSI: -92 [da:0f:e4:f0:09:be]
RSSI: -82 [da:12:80:90:05:4c]
RSSI: -76 [da:12:80:90:05:4c]
RSSI: -77 [da:12:80:9d:05:6c]
RSSI: -80 [da:12:80:9d:05:6c]
RSSI: -75 [da:12:80:aa:05:9c]
RSSI: -81 [da:12:80:aa:05:9c]
RSSI: -80 [da:12:80:b7:05:cc]
RSSI: -76 [da:12:80:b7:05:cc]
RSSI: -81 [da:12:80:c4:05:ec]
RSSI: -81 [da:12:80:d1:06:1c]
RSSI: -82 [da:12:80:d1:06:1c]
RSSI: -84 [da:12:80:de:06:3c]
RSSI: -86 [da:12:80:de:06:3c]
RSSI: -83 [da:12:80:f8:06:9c]
RSSI: -95 [da:0c:dc:4e:15:da]
RSSI: -90 [da:12:81:12:06:ec]
RSSI: -86 [da:0f:e5:81:0b:6e]
RSSI: -85 [da:12:81:1f:07:0c]
RSSI: -90 [da:0c:dc:79:00:2a]
RSSI: -78 [da:12:81:2c:07:3c]
RSSI: -89 [da:0f:e5:9d:0b:ae]
RSSI: -78 [da:12:81:39:07:6c]
RSSI: -86 [da:0f:e5:ac:0b:de]
RSSI: -90 [da:0c:dc:94:00:7a]
RSSI: -76 [da:12:81:46:07:8c]
RSSI: -90 [da:0f:e5:b9:0c:0e]
RSSI: -87 [da:0c:dc:a3:00:9a]
RSSI: -87 [da:0f:e5:b9:0c:0e]
RSSI: -91 [da:0c:dc:a3:00:9a]
RSSI: -90 [da:0f:e5:c8:0c:2e]
RSSI: -75 [da:12:81:60:07:ec]
RSSI: -74 [da:12:81:60:07:ec]
RSSI: -71 [da:12:81:60:07:ec]
RSSI: -73 [da:12:81:6d:08:0c]
RSSI: -73 [da:12:81:6d:08:0c]
RSSI: -71 [da:12:81:7a:08:3c]
RSSI: -73 [da:12:81:88:08:5c]
RSSI: -87 [da:0c:dc:da:01:3a]
RSSI: -71 [da:12:81:88:08:5c]
RSSI: -89 [da:0c:dc:da:01:3a]
RSSI: -90 [da:0f:e6:02:0c:de]
RSSI: -72 [da:12:81:94:08:8c]
RSSI: -87 [da:0c:dc:e9:01:6a]
RSSI: -87 [da:0c:dc:e9:01:6a]
RSSI: -89 [da:0c:dc:e9:01:6a]
RSSI: -70 [da:12:81:a2:08:bc]
RSSI: -75 [da:12:81:af:08:dc]
RSSI: -72 [da:12:81:af:08:dc]
RSSI: -72 [da:12:81:bb:09:0c]
RSSI: -77 [da:12:81:bb:09:0c]
RSSI: -90 [da:0c:dd:13:01:da]
RSSI: -73 [da:12:81:c9:09:2c]
RSSI: -82 [da:12:81:d6:09:5c]
RSSI: -71 [da:12:81:e2:09:8c]
RSSI: -86 [da:12:81:e2:09:8c]
RSSI: -71 [da:12:81:f0:09:ac]
RSSI: -87 [da:12:81:fd:09:dc]
RSSI: -78 [da:12:81:fd:09:dc]
RSSI: -78 [da:12:81:fd:09:dc]
RSSI: -70 [da:12:82:09:0a:0c]
RSSI: -83 [da:12:82:09:0a:0c]
RSSI: -76 [da:12:82:17:0a:2c]
RSSI: -70 [da:12:82:17:0a:2c]
RSSI: -78 [da:12:82:24:0a:5c]
RSSI: -74 [da:12:82:24:0a:5c]
RSSI: -73 [da:12:82:31:0a:7c]
RSSI: -70 [da:12:82:3e:0a:ac]
RSSI: -70 [da:12:82:3e:0a:ac]
RSSI: -70 [da:12:82:3e:0a:ac]
RSSI: -68 [da:12:82:4b:0a:dc]
RSSI: -69 [da:12:82:58:0a:fc]
RSSI: -68 [da:12:82:65:0b:2c]
RSSI: -70 [da:12:82:72:0b:5c]
RSSI: -67 [da:12:82:72:0b:5c]
RSSI: -89 [da:0c:dd:cc:03:da]
RSSI: -70 [da:12:82:7f:0b:7c]
RSSI: -91 [da:0c:dd:d8:03:fa]
RSSI: -89 [da:0c:dd:d8:03:fa]
RSSI: -68 [da:12:82:8c:0b:ac]
RSSI: -89 [da:0c:dd:e7:04:2a]
RSSI: -68 [da:12:82:99:0b:dc]
RSSI: -90 [da:0c:dd:e7:04:2a]
RSSI: -71 [da:12:82:a6:0b:fc]
RSSI: -88 [da:0c:dd:f6:04:4a]
RSSI: -71 [da:12:82:a6:0b:fc]
RSSI: -68 [da:12:82:a6:0b:fc]
RSSI: -68 [da:12:82:b3:0c:2c]
RSSI: -87 [da:0a:fa:22:0b:fb]
RSSI: -70 [da:12:82:cd:0c:7c]
RSSI: -89 [da:0c:de:21:04:ca]
RSSI: -67 [da:12:82:cd:0c:7c]
RSSI: -68 [da:12:82:db:0c:ac]
RSSI: -88 [da:0a:fa:32:0c:2b]
RSSI: -73 [da:12:82:db:0c:ac]
RSSI: -67 [da:12:82:e8:0c:cc]
RSSI: -87 [da:0c:de:3c:05:0a]
RSSI: -91 [da:0a:fa:4e:0c:7b]
RSSI: -73 [da:12:82:f4:0c:fc]
RSSI: -83 [da:0c:de:4b:05:3a]
RSSI: -70 [da:12:83:02:0d:2c]
RSSI: -82 [da:0c:de:58:05:5a]
RSSI: -71 [da:12:83:02:0d:2c]
RSSI: -81 [da:0c:de:58:05:5a]
RSSI: -74 [da:12:83:0f:0d:4c]
RSSI: -82 [da:0c:de:58:05:5a]
RSSI: -74 [da:12:83:0f:0d:4c]
RSSI: -71 [da:12:83:0f:0d:4c]
RSSI: -71 [da:12:83:1c:0d:7c]
RSSI: -79 [da:0c:de:67:05:8a]
RSSI: -72 [da:12:83:1c:0d:7c]
RSSI: -70 [da:12:83:1c:0d:7c]
RSSI: -79 [da:0c:de:76:05:ba]
RSSI: -71 [da:12:83:29:0d:9c]
RSSI: -79 [da:0c:de:76:05:ba]
RSSI: -75 [da:12:83:29:0d:9c]
RSSI: -71 [da:12:83:36:0d:cc]
RSSI: -74 [da:12:83:36:0d:cc]
RSSI: -79 [da:12:83:43:0d:fc]
RSSI: -76 [da:0c:de:92:06:0a]
RSSI: -83 [da:12:83:43:0d:fc]
RSSI: -76 [da:0c:de:92:06:0a]
RSSI: -76 [da:0c:de:a0:06:2a]
RSSI: -80 [da:12:83:50:0e:1c]
RSSI: -76 [da:0c:de:a0:06:2a]
RSSI: -81 [da:12:83:50:0e:1c]
RSSI: -79 [da:12:83:5d:0e:4c]
RSSI: -75 [da:0c:de:ad:06:4a]
RSSI: -74 [da:0c:de:ad:06:4a]
RSSI: -84 [da:12:83:5d:0e:4c]
RSSI: -75 [da:0c:de:ad:06:4a]
RSSI: -78 [da:12:83:6a:0e:6c]
RSSI: -74 [da:0c:de:bc:06:7a]
RSSI: -74 [da:0c:de:cb:06:aa]
RSSI: -81 [da:12:83:77:0e:9c]
RSSI: -74 [da:0c:de:cb:06:aa]
RSSI: -86 [da:12:83:85:0e:cc]
RSSI: -79 [da:12:83:85:0e:cc]
RSSI: -74 [da:0c:de:d8:06:ca]
RSSI: -78 [da:12:83:85:0e:cc]
RSSI: -74 [da:0c:de:d8:06:ca]
RSSI: -82 [da:12:83:91:0e:ec]
RSSI: -75 [da:0c:de:e7:06:fa]
RSSI: -75 [da:0c:de:e7:06:fa]
RSSI: -74 [da:0c:de:f6:07:1a]
RSSI: -75 [da:0c:de:f6:07:1a]
RSSI: -73 [da:12:83:ac:0f:3c]
RSSI: -75 [da:0c:df:02:07:3a]
RSSI: -75 [da:0c:df:02:07:3a]
RSSI: -75 [da:12:83:b9:0f:6c]
RSSI: -77 [da:0c:df:11:07:6a]
RSSI: -74 [da:12:83:c6:0f:9c]
RSSI: -76 [da:0c:df:11:07:6a]
RSSI: -73 [da:12:83:c6:0f:9c]
RSSI: -77 [da:0c:df:20:07:9a]
RSSI: -77 [da:0c:df:20:07:9a]
RSSI: -73 [da:12:83:d3:0f:bc]
RSSI: -77 [da:0c:df:2d:07:ba]
RSSI: -78 [da:0c:df:3c:07:da]
RSSI: -74 [da:12:83:ed:10:0c]
RSSI: -78 [da:0c:df:3c:07:da]
RSSI: -71 [da:12:83:ed:10:0c]
RSSI: -73 [da:12:83:fb:10:3c]
RSSI: -81 [da:0c:df:4b:08:0a]
RSSI: -73 [da:12:83:fb:10:3c]
RSSI: -82 [da:0c:df:58:08:2a]
RSSI: -71 [da:12:84:07:10:6c]
RSSI: -83 [da:0c:df:58:08:2a]
RSSI: -84 [da:0c:df:67:08:5a]
RSSI: -86 [da:0c:df:67:08:5a]
RSSI: -76 [da:12:84:22:10:bc]
RSSI: -88 [da:0c:df:76:08:8a]
RSSI: -70 [da:12:84:2f:10:ec]
RSSI: -78 [da:12:84:2f:10:ec]
RSSI: -89 [da:0c:df:82:08:aa]
RSSI: -70 [da:12:84:3c:11:0c]
RSSI: -71 [da:12:84:3c:11:0c]
RSSI: -71 [da:12:84:3c:11:0c]
RSSI: -71 [da:12:84:49:11:3c]
RSSI: -87 [da:0c:df:a0:08:fa]
RSSI: -74 [da:12:84:49:11:3c]
RSSI: -87 [da:0c:df:a0:08:fa]
RSSI: -74 [da:12:84:5b:11:7c]
RSSI: -77 [da:12:84:6c:11:ac]
RSSI: -72 [da:12:84:79:11:dc]
RSSI: -75 [da:12:84:79:11:dc]
RSSI: -88 [da:0c:df:cb:09:6a]
RSSI: -73 [da:12:84:79:11:dc]
RSSI: -89 [da:0c:df:d7:09:9a]
RSSI: -71 [da:12:84:93:12:2c]
RSSI: -89 [da:0c:df:e7:09:ba]
RSSI: -68 [da:12:84:a0:12:4c]
RSSI: -66 [da:12:84:ad:12:7c]
RSSI: -65 [da:12:84:ad:12:7c]
RSSI: -66 [da:12:84:ba:12:ac]
RSSI: -65 [da:12:84:ba:12:ac]
RSSI: -64 [da:12:84:c8:12:cc]
RSSI: -62 [da:12:84:d4:12:fc]
RSSI: -91 [da:0c:e0:2d:0a:8a]
RSSI: -62 [da:12:84:e2:13:1c]
RSSI: -62 [da:12:84:e2:13:1c]
RSSI: -62 [da:12:84:ef:13:4c]
RSSI: -61 [da:12:84:ef:13:4c]
RSSI: -92 [da:0c:e0:4b:0a:da]
RSSI: -94 [da:0c:e0:4b:0a:da]
RSSI: -62 [da:12:84:fc:13:7c]
RSSI: -62 [da:12:84:fc:13:7c]
RSSI: -60 [da:12:85:09:13:9c]
RSSI: -61 [da:12:85:09:13:9c]
RSSI: -62 [da:12:85:17:13:cc]
RSSI: -59 [da:12:85:17:13:cc]
RSSI: -61 [da:12:85:23:13:ec]
