 -81 [da:09:af:f3:0f:7c]
RSSI: -86 [da:51:19:ca:08:5a]
RSSI: -89 [da:51:19:ca:08:5a]
RSSI: -65 [da:09:e5:88:16:5c]
RSSI: -86 [da:51:19:d7:08:8a]
RSSI: -87 [da:51:19:d7:08:8a]
RSSI: -64 [da:09:e5:95:16:7c]
RSSI: -96 [da:4f:35:d1:16:6b]
RSSI: -84 [da:51:19:e5:08:aa]
RSSI: -85 [da:51:19:f2:08:da]
RSSI: -65 [da:09:e5:a2:00:2c]
RSSI: -86 [da:51:19:f2:08:da]
RSSI: -64 [da:09:e5:af:00:4c]
RSSI: -85 [da:51:19:f2:08:da]
RSSI: -62 [da:09:e5:af:00:4c]
RSSI: -81 [da:51:19:ff:08:fa]
RSSI: -84 [da:51:19:ff:08:fa]
RSSI: -65 [da:09:e5:bd:00:7c]
RSSI: -83 [da:51:19:ff:08:fa]
RSSI: -63 [da:09:e5:bd:00:7c]
RSSI: -83 [da:51:1a:0d:09:1a]
RSSI: -80 [da:51:1a:0d:09:1a]
RSSI: -63 [da:09:e5:c9:00:9c]
RSSI: -80 [da:51:1a:0d:09:1a]
RSSI: -65 [da:09:e5:c9:00:9c]
RSSI: -63 [da:09:e5:d7:00:cc]
RSSI: -65 [da:09:e5:d7:00:cc]
RSSI: -65 [da:09:e5:e4:00:ec]
RSSI: -85 [da:51:1a:27:09:6a]
RSSI: -64 [da:09:e5:e4:00:ec]
RSSI: -64 [da:09:e5:e4:00:ec]
RSSI: -83 [da:51:1a:35:09:9a]
RSSI: -70 [da:09:e5:f1:01:1c]
RSSI: -65 [da:09:e5:f1:01:1c]
RSSI: -86 [da:51:1a:43:09:ba]
RSSI: -66 [da:09:e5:fe:01:3c]
RSSI: -79 [da:09:e5:fe:01:3c]
RSSI: -89 [da:51:1a:4f:09:da]
RSSI: -68 [da:09:e6:0b:01:6c]
RSSI: -89 [da:4f:36:41:01:4b]
RSSI: -87 [da:51:1a:4f:09:da]
RSSI: -70 [da:09:e6:0b:01:6c]
RSSI: -85 [da:51:1a:5d:0a:0a]
RSSI: -80 [da:09:e6:25:01:bc]
RSSI: -78 [da:09:e6:32:01:dc]
RSSI: -85 [da:51:1a:77:0a:4a]
RSSI: -85 [da:4f:36:6c:01:cb]
RSSI: -83 [da:51:1a:85:0a:7a]
RSSI: -84 [da:51:1a:85:0a:7a]
RSSI: -85 [da:51:1a:93:0a:aa]
RSSI: -84 [da:4f:36:7b:01:fb]
RSSI: -85 [da:51:1a:93:0a:aa]
RSSI: -83 [da:4f:36:87:02:1b]
RSSI: -87 [da:51:1a:a0:0a:ca]
RSSI: -87 [da:09:e6:5a:02:5c]
RSSI: -84 [da:4f:36:87:02:1b]
RSSI: -80 [da:4f:36:96:02:4b]
RSSI: -83 [da:4f:36:96:02:4b]
RSSI: -81 [da:4f:36:a5:02:7b]
RSSI: -80 [da:4f:36:a5:02:7b]
RSSI: -77 [da:09:e6:74:02:ac]
RSSI: -82 [da:4f:36:b2:02:9b]
RSSI: -80 [da:4f:36:b2:02:9b]
RSSI: -80 [da:4f:36:b2:02:9b]
RSSI: -84 [da:09:e6:8e:02:fc]
RSSI: -81 [da:4f:36:c1:02:cb]
RSSI: -79 [da:09:e6:8e:02:fc]
RSSI: -79 [da:4f:36:c1:02:cb]
RSSI: -87 [da:51:1a:e3:0b:8a]
RSSI: -80 [da:4f:36:dc:03:1b]
RSSI: -80 [da:09:e6:a8:03:4c]
RSSI: -90 [da:51:1a:f0:0b:aa]
RSSI: -81 [da:4f:36:dc:03:1b]
RSSI: -83 [da:09:e6:b5:03:6c]
RSSI: -81 [da:4f:36:eb:03:4b]
RSSI: -84 [da:09:e6:b5:03:6c]
RSSI: -80 [da:4f:36:eb:03:4b]
RSSI: -88 [da:09:e6:c2:03:9c]
RSSI: -85 [da:09:e6:c2:03:9c]
RSSI: -79 [da:4f:36:fa:03:7b]
RSSI: -84 [da:09:e6:d0:03:bc]
RSSI: -83 [da:09:e6:d0:03:bc]
RSSI: -82 [da:4f:37:07:03:9b]
RSSI: -94 [da:51:1b:18:0c:1a]
RSSI: -82 [da:4f:37:07:03:9b]
RSSI: -81 [da:09:e6:dc:03:dc]
RSSI: -81 [da:4f:37:16:03:cb]
RSSI: -81 [da:09:e6:dc:03:dc]
RSSI: -82 [da:4f:37:16:03:cb]
RSSI: -82 [da:09:e6:ea:04:0c]
RSSI: -82 [da:4f:37:25:03:fb]
RSSI: -79 [da:09:e6:ea:04:0c]
RSSI: -82 [da:4f:37:25:03:fb]
RSSI: -81 [da:09:e6:f7:04:2c]
RSSI: -83 [da:4f:37:25:03:fb]
RSSI: -81 [da:09:e7:03:04:5c]
RSSI: -83 [da:4f:37:31:04:1b]
RSSI: -82 [da:09:e7:03:04:5c]
RSSI: -83 [da:4f:37:41:04:4b]
RSSI: -85 [da:4f:37:41:04:4b]
RSSI: -85 [da:09:e7:11:04:7c]
RSSI: -85 [da:4f:37:4f:04:7b]
RSSI: -80 [da:09:e7:1e:04:ac]
RSSI: -84 [da:09:e7:1e:04:ac]
RSSI: -81 [da:09:e7:30:04:dc]
RSSI: -80 [da:09:e7:40:05:0c]
RSSI: -93 [da:4f:37:87:05:1b]
RSSI: -86 [da:09:e7:5a:05:5c]
RSSI: -93 [da:4f:37:96:05:4b]
RSSI: -93 [da:51:1b:ad:0d:ca]
RSSI: -81 [da:09:e7:68:05:8c]
RSSI: -92 [da:4f:37:96:05:4b]
RSSI: -77 [da:09:e7:75:05:bc]
RSSI: -82 [da:09:e7:82:05:dc]
RSSI: -82 [da:09:e7:82:05:dc]
RSSI: -76 [da:09:e7:8f:06:0c]
RSSI: -87 [da:09:e7:8f:06:0c]
RSSI: -81 [da:09:e7:9c:06:2c]
RSSI: -79 [da:09:e7:9c:06:2c]
RSSI: -87 [da:09:e7:a9:06:5c]
RSSI: -84 [da:09:e7:a9:06:5c]
RSSI: -78 [da:09:e7:b7:06:7c]
RSSI: -82 [da:09:e7:b7:06:7c]
RSSI: -83 [da:09:e7:c4:06:ac]
RSSI: -77 [da:09:e7:c4:06:ac]
RSSI: -77 [da:09:e7:c4:06:ac]
RSSI: -81 [da:09:e7:d0:06:cc]
RSSI: -80 [da:09:e7:d0:06:cc]
RSSI: -80 [da:09:e7:d0:06:cc]
RSSI: -82 [da:09:e7:de:06:fc]
RSSI: -82 [da:09:e7:de:06:fc]
RSSI: -82 [da:09:e7:eb:07:2c]
RSSI: -84 [da:09:e8:05:07:7c]
RSSI: -88 [da:09:e8:13:07:9c]
RSSI: -82 [da:09:e8:13:07:9c]
RSSI: -81 [da:09:e8:1f:07:cc]
RSSI: -79 [da:09:e8:2d:07:ec]
RSSI: -81 [da:09:e8:3a:08:1c]
RSSI: -80 [da:09:e8:47:08:3c]
RSSI: -83 [da:09:e8:47:08:3c]
RSSI: -77 [da:09:e8:54:08:6c]
RSSI: -82 [da:09:e8:54:08:6c]
RSSI: -81 [da:09:e8:62:08:9c]
RSSI: -80 [da:09:e8:6e:08:bc]
RSSI: -77 [da:09:e8:6e:08:bc]
RSSI: -73 [da:09:e8:7c:08:ec]
RSSI: -78 [da:09:e8:7c:08:ec]
RSSI: -75 [da:09:e8:89:09:0c]
RSSI: -76 [da:09:e8:89:09:0c]
RSSI: -74 [da:09:e8:89:09:0c]
RSSI: -79 [da:09:e8:96:09:3c]
RSSI: -79 [da:09:e8:96:09:3c]
RSSI: -76 [da:09:e8:96:09:3c]
RSSI: -77 [da:09:e8:a3:09:5c]
RSSI: -81 [da:09:e8:a3:09:5c]
RSSI: -79 [da:09:e8:b1:09:8c]
RSSI: -80 [da:09:e8:b1:09:8c]
RSSI: -85 [da:09:e8:bd:09:ac]
RSSI: -83 [da:09:e8:bd:09:ac]
RSSI: -86 [da:09:e8:d8:0a:0c]
RSSI: -81 [da:09:e8:d8:0a:0c]
RSSI: -86 [da:09:e8:e5:0a:2c]
RSSI: -79 [da:09:e9:00:0a:7c]
RSSI: -79 [da:09:e9:0c:0a:ac]
RSSI: -84 [da:09:e9:1a:0a:cc]
RSSI: -76 [da:09:e9:1a:0a:cc]
RSSI: -80 [da:09:e9:27:0a:fc]
RSSI: -74 [da:09:e9:34:0b:1c]
RSSI: -79 [da:09:e9:42:0b:4c]
RSSI: -74 [da:09:e9:42:0b:4c]
RSSI: -81 [da:09:e9:4f:0b:7c]
RSSI: -79 [da:09:e9:4f:0b:7c]
RSSI: -75 [da:09:e9:5c:0b:9c]
RSSI: -82 [da:09:e9:5c:0b:9c]
RSSI: -79 [da:09:e9:69:0b:cc]
RSSI: -79 [da:09:e9:69:0b:cc]
RSSI: -75 [da:09:e9:69:0b:cc]
RSSI: -80 [da:09:e9:77:0b:ec]
RSSI: -81 [da:09:e9:77:0b:ec]
RSSI: -76 [da:09:e9:83:0c:1c]
RSSI: -80 [da:09:e9:83:0c:1c]
RSSI: -83 [da:09:e9:91:0c:3c]
RSSI: -78 [da:09:e9:91:0c:3c]
RSSI: -79 [da:09:e9:9e:0c:6c]
RSSI: -89 [da:09:e9:9e:0c:6c]
RSSI: -82 [da:09:e9:ab:0c:8c]
RSSI: -78 [da:09:e9:ab:0c:8c]
RSSI: -88 [da:09:e9:b8:0c:bc]
RSSI: -84 [da:09:e9:c6:0c:ec]
RSSI: -78 [da:09:e9:d2:0d:0c]
RSSI: -93 [da:51:1e:34:14:da]
RSSI: -87 [da:09:e9:ed:0d:5c]
RSSI: -77 [da:09:e9:fa:0d:8c]
RSSI: -83 [da:09:ea:08:0d:ac]
RSSI: -90 [da:51:1e:5d:15:4a]
RSSI: -87 [da:09:ea:15:0d:dc]
RSSI: -81 [da:09:ea:15:0d:dc]
RSSI: -91 [da:51:1e:6a:15:7a]
RSSI: -76 [da:09:ea:2f:0e:2c]
RSSI: -74 [da:09:ea:2f:0e:2c]
RSSI: -77 [da:09:ea:3d:0e:5c]
RSSI: -71 [da:09:ea:3d:0e:5c]
RSSI: -74 [da:09:ea:49:0e:7c]
RSSI: -70 [da:09:ea:57:0e:ac]
RSSI: -70 [da:09:ea:57:0e:ac]
RSSI: -75 [da:09:ea:65:0e:dc]
RSSI: -70 [da:09:ea:65:0e:dc]
RSSI: -76 [da:09:ea:71:0e:fc]
RSSI: -95 [da:51:1e:bb:00:2a]
RSSI: -73 [da:09:ea:7f:0f:2c]
RSSI: -76 [da:09:ea:8c:0f:4c]
RSSI: -88 [da:51:1e:d7:00:6a]
RSSI: -72 [da:09:ea:8c:0f:4c]
RSSI: -71 [da:09:ea:a6:0f:9c]
RSSI: -70 [da:09:ea:b4:0f:cc]
RSSI: -74 [da:09:ea:c1:0f:ec]
RSSI: -72 [da:09:ea:c1:0f:ec]
RSSI: -71 [da:09:ea:ce:10:1c]
RSSI: -76 [da:09:ea:ce:10:1c]
RSSI: -77 [da:09:ea:dc:10:4c]
RSSI: -77 [da:09:ea:e8:10:6c]
RSSI: -77 [da:09:ea:e8:10:6c]
RSSI: -77 [da:09:ea:f6:10:9c]
RSSI: -75 [da:09:ea:f6:10:9c]
RSSI: -76 [da:09:eb:03:10:bc]
RSSI: -76 [da:09:eb:03:10:bc]
RSSI: -76 [da:09:eb:10:10:ec]
RSSI: -77 [da:09:eb:10:10:ec]
RSSI: -79 [da:09:eb:1e:11:1c]
RSSI: -89 [da:51:1f:6c:02:1a]
RSSI: -81 [da:09:eb:2b:11:3c]
RSSI: -79 [da:09:eb:2b:11:3c]
RSSI: -81 [da:09:eb:38:11:6c]
RSSI: -87 [da:09:eb:53:11:bc]
RSSI: -85 [da:09:eb:60:11:dc]
RSSI: -86 [da:09:eb:6d:12:0c]
RSSI: -90 [da:51:1f:bd:02:fa]
RSSI: -82 [da:09:eb:6d:12:0c]
RSSI: -78 [da:09:eb:7b:12:2c]
RSSI: -78 [da:09:eb:88:12:4c]
RSSI: -92 [da:51:1f:d8:03:4a]
RSSI: -78 [da:09:eb:95:12:7c]
RSSI: -77 [da:09:eb:a3:12:9c]
RSSI: -78 [da:09:eb:a3:12:9c]
RSSI: -89 [da:51:1f:f4:03:9a]
RSSI: -77 [da:09:eb:af:12:cc]
RSSI: -79 [da:09:eb:af:12:cc]
RSSI: -76 [da:09:eb:bd:12:ec]
RSSI: -75 [da:09:eb:bd:12:ec]
RSSI: -88 [da:51:20:0f:03:da]
RSSI: -74 [da:09:eb:cb:13:1c]
RSSI: -91 [da:51:20:1d:04:0a]
RSSI: -74 [da:09:eb:d7:13:3c]
RSSI: -77 [da:09:eb:d7:13:3c]
RSSI: -75 [da:09:eb:e5:13:6c]
RSSI: -75 [da:09:eb:e5:13:6c]
RSSI: -86 [da:51:20:37:04:4a]
RSSI: -76 [da:09:eb:f2:13:8c]
RSSI: -89 [da:51:20:45:04:7a]
RSSI: -81 [da:09:eb:ff:13:bc]
RSSI: -76 [da:09:ec:0d:13:dc]
RSSI: -73 [da:09:ec:1a:14:0c]
RSSI: -76 [da:09:ec:27:14:2c]
RSSI: -73 [da:09:ec:35:14:5c]
RSSI: -73 [da:09:ec:42:14:8c]
RSSI: -85 [da:51:20:90:05:4a]
RSSI: -74 [da:09:ec:42:14:8c]
RSSI: -83 [da:51:20:90:05:4a]
RSSI: -86 [da:51:20:90:05:4a]
RSSI: -73 [da:09:ec:4f:14:ac]
RSSI: -77 [da:09:ec:4f:14:ac]
RSSI: -82 [da:51:20:9e:05:7a]
RSSI: -78 [da:09:ec:5d:14:dc]
RSSI: -73 [da:09:ec:5d:14:dc]
RSSI: -87 [da:51:20:ab:05:9a]
RSSI: -82 [da:09:ec:6a:14:fc]
RSSI: -82 [da:51:20:ab:05:9a]
RSSI: -82 [da:09:ec:6a:14:fc]
RSSI: -86 [da:09:ec:6a:14:fc]
RSSI: -87 [da:51:20:b9:05:ba]
RSSI: -77 [da:09:ec:77:15:2c]
RSSI: -78 [da:09:ec:77:15:2c]
RSSI: -81 [da:51:20:c7:05:ea]
RSSI: -77 [da:09:ec:77:15:2c]
RSSI: -83 [da:51:20:c7:05:ea]
RSSI: -76 [da:09:ec:84:15:4c]
RSSI: -87 [da:09:ec:84:15:4c]
RSSI: -88 [da:09:ec:84:15:4c]
RSSI: -71 [da:09:ec:92:15:7c]
RSSI: -69 [da:09:ec:92:15:7c]
RSSI: -68 [da:09:ec:9f:15:9c]
RSSI: -84 [da:51:20:f0:06:5a]
RSSI: -69 [da:09:ec:ac:15:cc]
RSSI: -84 [da:51:20:fd:06:7a]
RSSI: -63 [da:09:ec:ba:15:ec]
RSSI: -89 [da:51:20:fd:06:7a]
RSSI: -63 [da:09:ec:c7:16:0c]
RSSI: -88 [da:51:21:0b:06:aa]
RSSI: -62 [da:09:ec:c7:16:0c]
RSSI: -63 [da:09:ec:d4:16:3c]
RSSI: -62 [da:09:ec:d4:16:3c]
RSSI: -60 [da:09:ec:e2:16:6c]
RSSI: -61 [da:09:ec:ef:00:0c]
RSSI: -59 [da:09:ec:ef:00:0c]
RSSI: -61 [da:09:ec:fc:00:2c]
RSSI: -60 [da:09:ec:fc:00:2c]
RSSI: -59 [da:09:ed:0a:00:5c]
RSSI: -61 [da:09:ed:0a:00:5c]
RSSI: -60 [da:09:ed:16:00:7c]
RSSI: -59 [da:09:ed:16:00:7c]
RSSI: -91 [da:4f:3d:58:00:0b]
RSSI: -61 [da:09:ed:24:00:ac]
RSSI: -60 [da:09:ed:32:00:cc]
RSSI: -62 [da:09:ed:3e:00:fc]
RSSI: -61 [da:09:ed:3e:00:fc]
RSSI: -63 [da:09:ed:4c:01:1c]
RSSI: -65 [da:09:ed:5a:01:4c]
RSSI: -90 [da:4f:3d:90:00:ab]
RSSI: -65 [da:09:ed:66:01:6c]
RSSI: -68 [da:09:ed:74:01:9c]
RSSI: -68 [da:09:ed:74:01:9c]
RSSI: -92 [da:4f:3d:ae:01:0b]
RSSI: -72 [da:09:ed:82:01:cc]
RSSI: -73 [da:09:ed:82:01:cc]
RSSI: -72 [da:09:ed:82:01:cc]
RSSI: -74 [da:09:ed:8e:01:ec]
RSSI: -76 [da:09:ed:8e:01:ec]
RSSI: -82 [da:09:ed:8e:01:ec]
RSSI: -81 [da:09:ed:9c:02:1c]
RSSI: -84 [da:09:ed:9c:02:1c]
RSSI: -79 [da:09:ed:aa:02:3c]
RSSI: -83 [da:09:ed:aa:02:3c]
RSSI: -76 [da:09:ed:b7:02:6c]
RSSI: -73 [da:09:ed:b7:02:6c]
RSSI: -88 [da:4f:3d:f5:01:db]
RSSI: -76 [da:09:ed:c4:02:8c]
RSSI: -87 [da:4f:3d:f5:01:db]
RSSI: -72 [da:09:ed:c4:02:8c]
RSSI: -86 [da:4f:3d:f5:01:db]
RSSI: -83 [da:4f:3e:05:02:0b]
RSSI: -74 [da:09:ed:d2:02:bc]
RSSI: -87 [da:4f:3e:05:02:0b]
RSSI: -83 [da:4f:3e:11:02:2b]
RSSI: -73 [da:09:ed:ec:03:0c]
RSSI: -84 [da:4f:3e:21:02:5b]
RSSI: -75 [da:09:ed:fa:03:2c]
RSSI: -84 [da:4f:3e:30:02:8b]
RSSI: -76 [da:09:ee:07:03:5c]
RSSI: -82 [da:4f:3e:3d:02:bb]
RSSI: -87 [da:4f:3e:3d:02:bb]
RSSI: -80 [da:09:ee:14:03:7c]
RSSI: -81 [da:4f:3e:4c:02:db]
RSSI: -80 [da:09:ee:22:03:ac]
RSSI: -84 [da:4f:3e:5b:03:0b]
RSSI: -80 [da:09:ee:22:03:ac]
RSSI: -74 [da:09:ee:2f:03:cc]
RSSI: -78 [da:09:ee:2f:03:cc]
RSSI: -86 [da:4f:3e:68:03:3b]
RSSI: -77 [da:09:ee:3d:03:fc]
RSSI: -83 [da:4f:3e:68:03:3b]
RSSI: -75 [da:09:ee:3d:03:fc]
RSSI: -78 [da:09:ee:4a:04:1c]
RSSI: -78 [da:09:ee:4a:04:1c]
RSSI: -82 [da:4f:3e:87:03:8b]
RSSI: -81 [da:09:ee:57:04:4c]
RSSI: -80 [da:09:ee:57:04:4c]
RSSI: -85 [da:4f:3e:93:03:bb]
RSSI: -79 [da:09:ee:65:04:6c]
RSSI: -79 [da:09:ee:65:04:6c]
RSSI: -83 [da:09:ee:72:04:9c]
RSSI: -82 [da:09:ee:72:04:9c]
RSSI: -86 [da:4f:3e:a3:03:eb]
RSSI: -84 [da:4f:3e:b2:04:1b]
RSSI: -86 [da:4f:3e:be:04:3b]
RSSI: -81 [da:09:ee:8d:04:ec]
RSSI: -81 [da:09:ee:9a:05:1c]
RSSI: -80 [da:09:ee:a7:05:3c]
RSSI: -80 [da:09:ee:a7:05:3c]
RSSI: -85 [da:09:ee:b5:05:6c]
RSSI: -81 [da:09:ee:b5:05:6c]
RSSI: -79 [da:09:ee:c3:05:8c]
RSSI: -78 [da:09:ee:c3:05:8c]
RSSI: -79 [da:09:ee:c3:05:8c]
RSSI: -80 [da:09:ee:cf:05:bc]
RSSI: -78 [da:09:ee:cf:05:bc]
RSSI: -78 [da:09:ee:cf:05:bc]
RSSI: -79 [da:09:ee:dd:05:dc]
RSSI: -79 [da:09:ee:dd:05:dc]
RSSI: -79 [da:09:ee:eb:06:0c]
RSSI: -79 [da:09:ee:eb:06:0c]
RSSI: -80 [da:09:ee:f8:06:2c]
RSSI: -82 [da:09:ee:f8:06:2c]
RSSI: -83 [da:09:ef:05:06:5c]
RSSI: -81 [da:09:ef:13:06:8c]
RSSI: -95 [da:4f:3f:5f:06:1b]
RSSI: -79 [da:09:ef:2e:06:dc]
RSSI: -83 [da:09:ef:2e:06:dc]
RSSI: -86 [da:09:ef:3b:06:fc]
RSSI: -95 [da:4f:3f:6c:06:4b]
RSSI: -85 [da:09:ef:48:07:2c]
RSSI: -85 [da:09:ef:48:07:2c]
RSSI: -78 [da:09:ef:56:07:5c]
RSSI: -78 [da:09:ef:56:07:5c]
RSSI: -85 [da:09:ef:56:07:5c]
RSSI: -87 [da:09:ef:56:07:5c]
RSSI: -80 [da:09:ef:64:07:7c]
RSSI: -81 [da:09:ef:70:07:ac]
RSSI: -92 [da:4f:3f:a7:06:fb]
RSSI: -79 [da:09:ef:7e:07:cc]
RSSI: -83 [da:09:ef:7e:07:cc]
RSSI: -82 [da:09:ef:98:08:2c]
RSSI: -94 [da:51:23:df:0e:ba]
RSSI: -81 [da:09:ef:a6:08:4c]
RSSI: -81 [da:09:ef:b4:08:7c]
RSSI: -83 [da:09:ef:b4:08:7c]
RSSI: -93 [da:4f:3f:ee:07:cb]
RSSI: -83 [da:09:ef:c1:08:9c]
RSSI: -79 [da:09:ef:cf:08:cc]
RSSI: -80 [da:09:ef:cf:08:cc]
RSSI: -80 [da:09:ef:dc:08:fc]
RSSI: -79 [da:09:ef:dc:08:fc]
RSSI: -83 [da:09:ef:e9:09:1c]
RSSI: -80 [da:09:ef:e9:09:1c]
RSSI: -80 [da:09:ef:f7:09:4c]
RSSI: -82 [da:09:ef:f7:09:4c]
RSSI: -83 [da:09:f0:05:09:7c]
RSSI: -81 [da:09:f0:05:09:7c]
RSSI: -86 [da:09:f0:11:09:9c]
RSSI: -82 [da:09:f0:1f:09:cc]
RSSI: -83 [da:09:f0:39:0a:1c]
RSSI: -84 [da:09:f0:39:0a:1c]
RSSI: -76 [da:09:f0:47:0a:4c]
RSSI: -80 [da:09:f0:55:0a:6c]
RSSI: -93 [da:4f:40:9c:09:db]
RSSI: -78 [da:09:f0:62:0a:9c]
RSSI: -75 [da:09:f0:70:0a:bc]
RSSI: -92 [da:09:f0:70:0a:bc]
RSSI: -76 [da:09:f0:7d:0a:ec]
RSSI: -74 [da:09:f0:7d:0a:ec]
RSSI: -85 [da:09:f0:8a:0b:0c]
RSSI: -76 [da:09:f0:8a:0b:0c]
RSSI: -83 [da:09:f0:98:0b:3c]
RSSI: -75 [da:09:f0:a6:0b:6c]
RSSI: -74 [da:09:f0:b2:0b:8c]
RSSI: -95 [da:4f:40:f3:0a:db]
RSSI: -74 [da:09:f0:c0:0b:bc]
RSSI: -74 [da:09:f0:db:0c:0c]
RSSI: -75 [da:09:f0:db:0c:0c]
RSSI: -82 [da:09:f0:e9:0c:3c]
RSSI: -83 [da:09:f0:e9:0c:3c]
RSSI: -76 [da:09:f0:e9:0c:3c]
RSSI: -76 [da:09:f0:f7:0c:6c]
RSSI: -87 [da:09:f0:f7:0c:6c]
RSSI: -78 [da:09:f1:03:0c:8c]
RSSI: -75 [da:09:f1:03:0c:8c]
RSSI: -80 [da:09:f1:11:0c:bc]
RSSI: -75 [da:09:f1:2c:0d:0c]
RSSI: -97 [da:4f:41:6f:0c:5b]
RSSI: -80 [da:09:f1:3a:0d:3c]
RSSI: -76 [da:09:f1:54:0d:8c]
RSSI: -79 [da:09:f1:62:0d:ac]
RSSI: -77 [da:09:f1:62:0d:ac]
RSSI: -79 [da:09:f1:70:0d:dc]
RSSI: -76 [da:09:f1:70:0d:dc]
RSSI: -76 [da:09:f1:7c:0e:0c]
RSSI: -76 [da:09:f1:7c:0e:0c]
RSSI: -75 [da:09:f1:8a:0e:2c]
RSSI: -73 [da:09:f1:8a:0e:2c]
RSSI: -75 [da:09:f1:98:0e:5c]
RSSI: -74 [da:09:f1:98:0e:5c]
RSSI: -75 [da:09:f1:a5:0e:7c]
RSSI: -73 [da:09:f1:b3:0e:ac]
RSSI: -73 [da:09:f1:c1:0e:dc]
RSSI: -75 [da:09:f1:cd:0e:fc]
RSSI: -73 [da:09:f1:cd:0e:fc]
RSSI: -75 [da:09:f1:db:0f:2c]
RSSI: -74 [da:09:f1:db:0f:2c]
RSSI: -73 [da:09:f1:e9:0f:5c]
RSSI: -73 [da:09:f1:e9:0f:5c]
RSSI: -73 [da:09:f1:f6:0f:7c]
RSSI: -72 [da:09:f1:f6:0f:7c]
RSSI: -72 [da:09:f1:f6:0f:7c]
RSSI: -73 [da:09:f2:04:0f:ac]
RSSI: -72 [da:09:f2:12:0f:dc]
RSSI: -73 [da:09:f2:12:0f:dc]
RSSI: -74 [da:09:f2:1f:0f:fc]
RSSI: -73 [da:09:f2:1f:0f:fc]
RSSI: -73 [da:09:f2:1f:0f:fc]
RSSI: -75 [da:09:f2:2d:10:2c]
RSSI: -75 [da:09:f2:2d:10:2c]
RSSI: -76 [da:09:f2:2d:10:2c]
RSSI: -77 [da:09:f2:3a:10:5c]
RSSI: -76 [da:09:f2:47:10:7c]
RSSI: -75 [da:09:f2:55:10:ac]
RSSI: -76 [da:09:f2:55:10:ac]
RSSI: -76 [da:09:f2:63:10:cc]
RSSI: -75 [da:09:f2:63:10:cc]
RSSI: -77 [da:09:f2:70:10:fc]
RSSI: -78 [da:09:f2:70:10:fc]
RSSI: -78 [da:09:f2:7e:11:1c]
RSSI: -80 [da:09:f2:7e:11:1c]
RSSI: -82 [da:09:f2:8b:11:4c]
RSSI: -85 [da:09:f2:a6:11:9c]
RSSI: -86 [da:09:f2:b4:11:bc]
RSSI: -85 [da:09:f2:b4:11:bc]
RSSI: -94 [da:4f:42:f9:10:eb]
RSSI: -85 [da:09:f2:cf:12:0c]
RSSI: -93 [da:4f:43:05:11:1b]
RSSI: -84 [da:09:f2:dd:12:3c]
RSSI: -84 [da:09:f2:dd:12:3c]
RSSI: -80 [da:09:f2:e9:12:5c]
RSSI: -82 [da:09:f2:e9:12:5c]
RSSI: -82 [da:09:f2:f7:12:8c]
RSSI: -80 [da:09:f2:f7:12:8c]
RSSI: -80 [da:09:f2:f7:12:8c]
RSSI: -81 [da:09:f3:05:12:bc]
RSSI: -82 [da:09:f3:05:12:bc]
RSSI: -79 [da:09:f3:12:12:dc]
RSSI: -81 [da:09:f3:20:13:0c]
RSSI: -76 [da:09:f3:2e:13:2c]
RSSI: -77 [da:09:f3:3a:13:5c]
RSSI: -77 [da:09:f3:3a:13:5c]
RSSI: -77 [da:09:f3:49:13:8c]
RSSI: -78 [da:09:f3:57:13:ac]
RSSI: -85 [da:09:f3:57:13:ac]
RSSI: -77 [da:09:f3:63:13:dc]
RSSI: -78 [da:09:f3:63:13:dc]
RSSI: -76 [da:09:f3:71:13:fc]
RSSI: -81 [da:09:f3:7f:14:2c]
RSSI: -80 [da:09:f3:7f:14:2c]
RSSI: -78 [da:09:f3:8c:14:4c]
RSSI: -93 [da:4f:43:c4:13:4b]
RSSI: -77 [da:09:f3:9a:14:7c]
RSSI: -81 [da:09:f3:9a:14:7c]
RSSI: -93 [da:4f:43:d3:13:7b]
RSSI: -76 [da:09:f3:a8:14:ac]
RSSI: -90 [da:09:f3:b4:14:cc]
RSSI: -77 [da:09:f3:b4:14:cc]
RSSI: -81 [da:09:f3:c3:14:fc]
RSSI: -79 [da:09:f3:d1:15:1c]
RSSI: -78 [da:09:f3:d1:15:1c]
RSSI: -82 [da:09:f3:dd:15:4c]
RSSI: -85 [da:09:f3:dd:15:4c]
RSSI: -74 [da:09:f3:eb:15:6c]
RSSI: -75 [da:09:f3:eb:15:6c]
RSSI: -71 [da:09:f3:f9:15:9c]
RSSI: -70 [da:09:f4:06:15:bc]
RSSI: -68 [da:09:f4:14:15:ec]
RSSI: -67 [da:09:f4:22:16:0c]
RSSI: -66 [da:09:f4:22:16:0c]
RSSI: -65 [da:09:f4:2f:16:3c]
RSSI: -66 [da:09:f4:2f:16:3c]
RSSI: -64 [da:09:f4:3d:16:5c]
RSSI: -64 [da:09:f4:3d:16:5c]
RSSI: -65 [da:09:f4:4b:00:0c]
RSSI: -63 [da:09:f4:4b:00:0c]
RSSI: -63 [da:09:f4:65:00:5c]
RSSI: -62 [da:09:f4:73:00:7c]
RSSI: -63 [da:09:f4:73:00:7c]
RSSI: -64 [da:09:f4:73:00:7c]
RSSI: -62 [da:09:f4:85:00:bc]
RSSI: -62 [da:09:f4:85:00:bc]
RSSI: -66 [da:09:f4:96:00:ec]
RSSI: -66 [da:09:f4:96:00:ec]
