 -81 [da:09:af:f3:0f:7c]
RSSI: -82 [da:50:01:90:03:6b]
RSSI: -82 [da:0a:b1:5a:11:4c]
RSSI: -88 [da:50:01:90:03:6b]
RSSI: -88 [da:50:01:ab:03:cb]
RSSI: -83 [da:0a:b1:81:11:bc]
RSSI: -86 [da:50:01:c9:04:1b]
RSSI: -82 [da:0a:b1:9b:12:0c]
RSSI: -84 [da:0a:b1:a8:12:3c]
RSSI: -91 [da:50:01:e4:04:6b]
RSSI: -84 [da:0a:b1:a8:12:3c]
RSSI: -78 [da:0a:b1:b5:12:5c]
RSSI: -78 [da:0a:b1:b5:12:5c]
RSSI: -80 [da:0a:b1:b5:12:5c]
RSSI: -83 [da:0a:b1:c2:12:8c]
RSSI: -79 [da:0a:b1:cf:12:ac]
RSSI: -81 [da:0a:b1:cf:12:ac]
RSSI: -79 [da:0a:b1:dc:12:dc]
RSSI: -77 [da:0a:b1:dc:12:dc]
RSSI: -79 [da:0a:b1:e9:12:fc]
RSSI: -78 [da:0a:b1:e9:12:fc]
RSSI: -78 [da:0a:b1:e9:12:fc]
RSSI: -76 [da:0a:b1:f6:13:1c]
RSSI: -75 [da:0a:b1:f6:13:1c]
RSSI: -77 [da:0a:b2:03:13:4c]
RSSI: -76 [da:0a:b2:03:13:4c]
RSSI: -75 [da:0a:b2:0f:13:6c]
RSSI: -79 [da:0a:b2:0f:13:6c]
RSSI: -76 [da:0a:b2:1d:13:9c]
RSSI: -76 [da:0a:b2:1d:13:9c]
RSSI: -76 [da:0a:b2:1d:13:9c]
RSSI: -82 [da:0a:b2:2a:13:bc]
RSSI: -76 [da:0a:b2:2a:13:bc]
RSSI: -83 [da:0a:b2:36:13:ec]
RSSI: -74 [da:0a:b2:44:14:0c]
RSSI: -75 [da:0a:b2:44:14:0c]
RSSI: -83 [da:0a:b2:51:14:3c]
RSSI: -73 [da:0a:b2:51:14:3c]
RSSI: -75 [da:0a:b2:5d:14:5c]
RSSI: -79 [da:0a:b2:5d:14:5c]
RSSI: -73 [da:0a:b2:6b:14:8c]
RSSI: -76 [da:0a:b2:6b:14:8c]
RSSI: -77 [da:0a:b2:78:14:ac]
RSSI: -80 [da:0a:b2:84:14:dc]
RSSI: -76 [da:0a:b2:84:14:dc]
RSSI: -78 [da:0a:b2:92:14:fc]
RSSI: -79 [da:0a:b2:9f:15:1c]
RSSI: -87 [da:0a:b2:ab:15:4c]
RSSI: -89 [da:0a:b2:ab:15:4c]
RSSI: -75 [da:0a:b2:b8:15:6c]
RSSI: -76 [da:0a:b2:b8:15:6c]
RSSI: -93 [da:50:02:fc:07:bb]
RSSI: -93 [da:51:e7:1f:0d:0a]
RSSI: -74 [da:0a:b2:d2:15:bc]
RSSI: -69 [da:0a:b2:df:15:ec]
RSSI: -69 [da:0a:b2:df:15:ec]
RSSI: -67 [da:0a:b2:ed:16:0c]
RSSI: -67 [da:0a:b2:f9:16:2c]
RSSI: -65 [da:0a:b3:07:16:5c]
RSSI: -65 [da:0a:b3:14:16:7c]
RSSI: -64 [da:0a:b3:20:00:0c]
RSSI: -63 [da:0a:b3:2e:00:2c]
RSSI: -64 [da:0a:b3:3b:00:4c]
RSSI: -64 [da:0a:b3:3b:00:4c]
RSSI: -63 [da:0a:b3:3b:00:4c]
RSSI: -64 [da:0a:b3:47:00:7c]
RSSI: -63 [da:0a:b3:55:00:9c]
RSSI: -93 [da:50:03:89:09:6b]
RSSI: -65 [da:0a:b3:62:00:cc]
RSSI: -64 [da:0a:b3:62:00:cc]
RSSI: -64 [da:0a:b3:6e:00:ec]
RSSI: -66 [da:0a:b3:6e:00:ec]
RSSI: -65 [da:0a:b3:7c:01:1c]
RSSI: -66 [da:0a:b3:7c:01:1c]
RSSI: -68 [da:0a:b3:89:01:3c]
RSSI: -68 [da:0a:b3:89:01:3c]
RSSI: -68 [da:0a:b3:95:01:6c]
RSSI: -71 [da:0a:b3:95:01:6c]
RSSI: -72 [da:0a:b3:a3:01:8c]
RSSI: -72 [da:0a:b3:a3:01:8c]
RSSI: -76 [da:0a:b3:b0:01:bc]
RSSI: -78 [da:0a:b3:b0:01:bc]
RSSI: -82 [da:0a:b3:bc:01:dc]
RSSI: -82 [da:0a:b3:ca:02:0c]
RSSI: -84 [da:0a:b3:d7:02:2c]
RSSI: -79 [da:0a:b3:d7:02:2c]
RSSI: -78 [da:0a:b3:d7:02:2c]
RSSI: -73 [da:0a:b3:e4:02:5c]
RSSI: -77 [da:0a:b3:e4:02:5c]
RSSI: -76 [da:0a:b3:f1:02:7c]
RSSI: -72 [da:0a:b3:f1:02:7c]
RSSI: -75 [da:0a:b3:fe:02:ac]
RSSI: -74 [da:0a:b3:fe:02:ac]
RSSI: -75 [da:0a:b4:0b:02:cc]
RSSI: -73 [da:0a:b4:18:02:fc]
RSSI: -73 [da:0a:b4:18:02:fc]
RSSI: -73 [da:0a:b4:18:02:fc]
RSSI: -76 [da:0a:b4:25:03:1c]
RSSI: -76 [da:0a:b4:25:03:1c]
RSSI: -80 [da:0a:b4:32:03:4c]
RSSI: -76 [da:0a:b4:3f:03:6c]
RSSI: -81 [da:0a:b4:4c:03:9c]
RSSI: -77 [da:0a:b4:4c:03:9c]
RSSI: -80 [da:0a:b4:59:03:bc]
RSSI: -74 [da:0a:b4:66:03:dc]
RSSI: -76 [da:0a:b4:73:04:0c]
RSSI: -79 [da:0a:b4:80:04:2c]
RSSI: -79 [da:0a:b4:80:04:2c]
RSSI: -76 [da:0a:b4:8d:04:5c]
RSSI: -82 [da:0a:b4:9b:04:7c]
RSSI: -81 [da:0a:b4:a7:04:ac]
RSSI: -84 [da:0a:b4:a7:04:ac]
RSSI: -82 [da:0a:b4:b5:04:cc]
RSSI: -81 [da:0a:b4:b5:04:cc]
RSSI: -79 [da:0a:b4:c2:04:fc]
RSSI: -82 [da:0a:b4:ce:05:1c]
RSSI: -76 [da:0a:b4:ce:05:1c]
RSSI: -80 [da:0a:b4:dc:05:4c]
RSSI: -82 [da:0a:b4:dc:05:4c]
RSSI: -76 [da:0a:b4:e9:05:6c]
RSSI: -76 [da:0a:b4:e9:05:6c]
RSSI: -81 [da:0a:b4:f6:05:9c]
RSSI: -77 [da:0a:b4:f6:05:9c]
RSSI: -75 [da:0a:b5:03:05:cc]
RSSI: -81 [da:0a:b5:03:05:cc]
RSSI: -81 [da:0a:b5:10:05:ec]
RSSI: -75 [da:0a:b5:10:05:ec]
RSSI: -82 [da:0a:b5:1d:06:1c]
RSSI: -76 [da:0a:b5:2a:06:3c]
RSSI: -84 [da:0a:b5:2a:06:3c]
RSSI: -84 [da:0a:b5:2a:06:3c]
RSSI: -88 [da:0a:b5:38:06:6c]
RSSI: -76 [da:0a:b5:38:06:6c]
RSSI: -90 [da:0a:b5:44:06:8c]
RSSI: -81 [da:0a:b5:52:06:bc]
RSSI: -82 [da:0a:b5:5f:06:dc]
RSSI: -78 [da:0a:b5:5f:06:dc]
RSSI: -80 [da:0a:b5:6b:07:0c]
RSSI: -79 [da:0a:b5:6b:07:0c]
RSSI: -82 [da:0a:b5:79:07:2c]
RSSI: -78 [da:0a:b5:86:07:5c]
RSSI: -79 [da:0a:b5:93:07:7c]
RSSI: -80 [da:0a:b5:a0:07:ac]
RSSI: -80 [da:0a:b5:a0:07:ac]
RSSI: -76 [da:0a:b5:ad:07:dc]
RSSI: -75 [da:0a:b5:ba:07:fc]
RSSI: -82 [da:0a:b5:c7:08:2c]
RSSI: -75 [da:0a:b5:c7:08:2c]
RSSI: -80 [da:0a:b5:d5:08:4c]
RSSI: -77 [da:0a:b5:e1:08:7c]
RSSI: -83 [da:0a:b5:ef:08:9c]
RSSI: -78 [da:0a:b5:ef:08:9c]
RSSI: -82 [da:0a:b5:fc:08:cc]
RSSI: -81 [da:0a:b5:fc:08:cc]
RSSI: -78 [da:0a:b6:09:08:ec]
RSSI: -81 [da:0a:b6:09:08:ec]
RSSI: -81 [da:0a:b6:16:09:1c]
RSSI: -80 [da:0a:b6:16:09:1c]
RSSI: -81 [da:0a:b6:16:09:1c]
RSSI: -81 [da:0a:b6:23:09:4c]
RSSI: -82 [da:0a:b6:23:09:4c]
RSSI: -84 [da:0a:b6:30:09:6c]
RSSI: -85 [da:0a:b6:43:09:ac]
RSSI: -85 [da:0a:b6:53:09:dc]
RSSI: -92 [da:51:ea:ac:00:ba]
RSSI: -94 [da:50:06:97:12:9b]
RSSI: -92 [da:51:ea:ac:00:ba]
RSSI: -84 [da:0a:b6:5f:09:fc]
RSSI: -92 [da:51:ea:b9:00:ea]
RSSI: -81 [da:0a:b6:6d:0a:2c]
RSSI: -91 [da:51:ea:c7:01:0a]
RSSI: -84 [da:0a:b6:7a:0a:4c]
RSSI: -94 [da:50:06:b3:12:eb]
RSSI: -81 [da:0a:b6:87:0a:7c]
RSSI: -77 [da:0a:b6:94:0a:9c]
RSSI: -77 [da:0a:b6:94:0a:9c]
RSSI: -79 [da:0a:b6:a2:0a:cc]
RSSI: -90 [da:51:ea:fd:01:9a]
RSSI: -87 [da:0a:b6:ae:0a:ec]
RSSI: -77 [da:0a:b6:ae:0a:ec]
RSSI: -77 [da:0a:b6:bc:0b:1c]
RSSI: -83 [da:0a:b6:bc:0b:1c]
RSSI: -76 [da:0a:b6:c9:0b:3c]
RSSI: -75 [da:0a:b6:c9:0b:3c]
RSSI: -80 [da:0a:b6:d6:0b:6c]
RSSI: -74 [da:0a:b6:d6:0b:6c]
RSSI: -79 [da:0a:b6:e3:0b:8c]
RSSI: -74 [da:0a:b6:f0:0b:bc]
RSSI: -79 [da:0a:b6:fd:0b:dc]
RSSI: -75 [da:0a:b6:fd:0b:dc]
RSSI: -80 [da:0a:b7:0b:0c:0c]
RSSI: -75 [da:0a:b7:18:0c:3c]
RSSI: -78 [da:0a:b7:18:0c:3c]
RSSI: -82 [da:0a:b7:25:0c:5c]
RSSI: -77 [da:0a:b7:25:0c:5c]
RSSI: -86 [da:0a:b7:32:0c:8c]
RSSI: -75 [da:0a:b7:3f:0c:ac]
RSSI: -80 [da:0a:b7:4c:0c:dc]
RSSI: -80 [da:0a:b7:4c:0c:dc]
RSSI: -75 [da:0a:b7:67:0d:2c]
RSSI: -90 [da:51:eb:c6:03:da]
RSSI: -79 [da:0a:b7:73:0d:4c]
RSSI: -91 [da:51:eb:d3:03:fa]
RSSI: -79 [da:0a:b7:81:0d:7c]
RSSI: -91 [da:51:eb:d3:03:fa]
RSSI: -76 [da:0a:b7:8e:0d:ac]
RSSI: -77 [da:0a:b7:9b:0d:cc]
RSSI: -78 [da:0a:b7:a8:0d:fc]
RSSI: -75 [da:0a:b7:a8:0d:fc]
RSSI: -74 [da:0a:b7:b6:0e:1c]
RSSI: -76 [da:0a:b7:b6:0e:1c]
RSSI: -73 [da:0a:b7:c2:0e:4c]
RSSI: -72 [da:0a:b7:c2:0e:4c]
RSSI: -75 [da:0a:b7:d0:0e:6c]
RSSI: -72 [da:0a:b7:d0:0e:6c]
RSSI: -72 [da:0a:b7:d0:0e:6c]
RSSI: -72 [da:0a:b7:dd:0e:9c]
RSSI: -74 [da:0a:b7:dd:0e:9c]
RSSI: -72 [da:0a:b7:ea:0e:bc]
RSSI: -74 [da:0a:b7:ea:0e:bc]
RSSI: -74 [da:0a:b7:f8:0e:ec]
RSSI: -89 [da:51:ec:4c:05:5a]
RSSI: -75 [da:0a:b8:05:0f:1c]
RSSI: -86 [da:51:ec:5a:05:7a]
RSSI: -87 [da:51:ec:5a:05:7a]
RSSI: -75 [da:0a:b8:12:0f:3c]
RSSI: -89 [da:51:ec:68:05:aa]
RSSI: -75 [da:0a:b8:12:0f:3c]
RSSI: -85 [da:51:ec:68:05:aa]
RSSI: -74 [da:0a:b8:1f:0f:6c]
RSSI: -72 [da:0a:b8:1f:0f:6c]
RSSI: -72 [da:0a:b8:1f:0f:6c]
RSSI: -87 [da:51:ec:75:05:ca]
RSSI: -73 [da:0a:b8:2d:0f:8c]
RSSI: -85 [da:51:ec:83:05:fa]
RSSI: -85 [da:51:ec:83:05:fa]
RSSI: -72 [da:0a:b8:39:0f:bc]
RSSI: -84 [da:51:ec:91:06:1a]
RSSI: -73 [da:0a:b8:47:0f:dc]
RSSI: -87 [da:50:08:87:01:cb]
RSSI: -85 [da:51:ec:9d:06:3a]
RSSI: -74 [da:0a:b8:54:10:0c]
RSSI: -74 [da:0a:b8:54:10:0c]
RSSI: -84 [da:51:ec:ab:06:6a]
RSSI: -90 [da:50:08:96:01:fb]
RSSI: -73 [da:0a:b8:61:10:3c]
RSSI: -74 [da:0a:b8:61:10:3c]
RSSI: -83 [da:51:ec:b9:06:8a]
RSSI: -90 [da:50:08:a5:02:2b]
RSSI: -84 [da:51:ec:b9:06:8a]
RSSI: -76 [da:0a:b8:6e:10:5c]
RSSI: -83 [da:51:ec:c6:06:ba]
RSSI: -76 [da:0a:b8:7c:10:8c]
RSSI: -85 [da:51:ec:d4:06:da]
RSSI: -75 [da:0a:b8:88:10:ac]
RSSI: -84 [da:50:08:c1:02:7b]
RSSI: -84 [da:51:ec:e2:07:0a]
RSSI: -75 [da:0a:b8:88:10:ac]
RSSI: -85 [da:51:ec:e2:07:0a]
RSSI: -75 [da:0a:b8:96:10:dc]
RSSI: -76 [da:0a:b8:96:10:dc]
RSSI: -84 [da:51:ec:ee:07:2a]
RSSI: -77 [da:0a:b8:a3:10:fc]
RSSI: -88 [da:50:08:dc:02:cb]
RSSI: -78 [da:0a:b8:a3:10:fc]
RSSI: -82 [da:51:ec:fc:07:4a]
RSSI: -79 [da:0a:b8:b0:11:2c]
RSSI: -81 [da:0a:b8:b0:11:2c]
RSSI: -85 [da:51:ed:0a:07:7a]
RSSI: -86 [da:51:ed:17:07:9a]
RSSI: -84 [da:0a:b8:cb:11:7c]
RSSI: -83 [da:51:ed:25:07:ca]
RSSI: -84 [da:51:ed:25:07:ca]
RSSI: -86 [da:51:ed:25:07:ca]
RSSI: -84 [da:0a:b8:d8:11:9c]
RSSI: -91 [da:50:09:16:03:7b]
RSSI: -87 [da:50:09:25:03:ab]
RSSI: -84 [da:0a:b8:f3:11:ec]
RSSI: -95 [da:50:09:41:03:fb]
RSSI: -79 [da:0a:b9:0d:12:3c]
RSSI: -81 [da:0a:b9:1b:12:6c]
RSSI: -80 [da:0a:b9:27:12:8c]
RSSI: -81 [da:0a:b9:27:12:8c]
RSSI: -78 [da:0a:b9:35:12:ac]
RSSI: -77 [da:0a:b9:42:12:dc]
RSSI: -76 [da:0a:b9:4f:12:fc]
RSSI: -75 [da:0a:b9:4f:12:fc]
RSSI: -90 [da:51:ed:ac:09:4a]
RSSI: -76 [da:0a:b9:5c:13:2c]
RSSI: -75 [da:0a:b9:5c:13:2c]
RSSI: -75 [da:0a:b9:6a:13:4c]
RSSI: -77 [da:0a:b9:6a:13:4c]
RSSI: -76 [da:0a:b9:77:13:7c]
RSSI: -75 [da:0a:b9:84:13:9c]
RSSI: -75 [da:0a:b9:92:13:cc]
RSSI: -80 [da:0a:b9:92:13:cc]
RSSI: -74 [da:0a:b9:9e:13:ec]
RSSI: -80 [da:0a:b9:9e:13:ec]
RSSI: -73 [da:0a:b9:ac:14:1c]
RSSI: -79 [da:0a:b9:b9:14:4c]
RSSI: -75 [da:0a:b9:c6:14:6c]
RSSI: -76 [da:0a:b9:d4:14:9c]
RSSI: -79 [da:0a:b9:d4:14:9c]
RSSI: -79 [da:0a:b9:e1:14:bc]
RSSI: -84 [da:0a:b9:ee:14:ec]
RSSI: -79 [da:0a:b9:fb:15:0c]
RSSI: -83 [da:0a:b9:fb:15:0c]
RSSI: -87 [da:0a:ba:09:15:3c]
RSSI: -76 [da:0a:ba:09:15:3c]
RSSI: -76 [da:0a:ba:16:15:5c]
RSSI: -81 [da:0a:ba:16:15:5c]
RSSI: -74 [da:0a:ba:23:15:8c]
RSSI: -73 [da:0a:ba:23:15:8c]
RSSI: -74 [da:0a:ba:31:15:ac]
RSSI: -71 [da:0a:ba:31:15:ac]
RSSI: -69 [da:0a:ba:3d:15:cc]
RSSI: -70 [da:0a:ba:3d:15:cc]
RSSI: -69 [da:0a:ba:4b:15:fc]
RSSI: -67 [da:0a:ba:4b:15:fc]
RSSI: -68 [da:0a:ba:58:16:1c]
RSSI: -66 [da:0a:ba:65:16:4c]
RSSI: -64 [da:0a:ba:73:16:6c]
RSSI: -66 [da:0a:ba:80:00:2c]
RSSI: -94 [da:51:ee:d5:0c:9a]
RSSI: -65 [da:0a:ba:8d:00:4c]
RSSI: -64 [da:0a:ba:9b:00:7c]
RSSI: -66 [da:0a:ba:a8:00:ac]
RSSI: -65 [da:0a:ba:a8:00:ac]
RSSI: -66 [da:0a:ba:b5:00:cc]
RSSI: -68 [da:0a:ba:b5:00:cc]
RSSI: -65 [da:0a:ba:c2:00:fc]
RSSI: -68 [da:0a:ba:c2:00:fc]
RSSI: -69 [da:0a:ba:d0:01:1c]
RSSI: -67 [da:0a:ba:d0:01:1c]
RSSI: -68 [da:0a:ba:dd:01:4c]
RSSI: -71 [da:0a:ba:dd:01:4c]
RSSI: -69 [da:0a:ba:ea:01:6c]
RSSI: -70 [da:0a:ba:ea:01:6c]
RSSI: -75 [da:0a:ba:f8:01:9c]
RSSI: -73 [da:0a:ba:f8:01:9c]
RSSI: -80 [da:0a:bb:04:01:bc]
RSSI: -80 [da:0a:bb:12:01:ec]
RSSI: -92 [da:50:0b:5f:0a:6b]
RSSI: -82 [da:0a:bb:2c:02:3c]
RSSI: -75 [da:0a:bb:3a:02:6c]
RSSI: -74 [da:0a:bb:48:02:8c]
RSSI: -77 [da:0a:bb:54:02:ac]
RSSI: -73 [da:0a:bb:54:02:ac]
RSSI: -71 [da:0a:bb:62:02:dc]
RSSI: -76 [da:0a:bb:62:02:dc]
RSSI: -73 [da:0a:bb:6f:03:0c]
RSSI: -73 [da:0a:bb:6f:03:0c]
RSSI: -77 [da:0a:bb:7c:03:2c]
RSSI: -78 [da:0a:bb:7c:03:2c]
RSSI: -75 [da:0a:bb:7c:03:2c]
RSSI: -76 [da:0a:bb:8a:03:4c]
RSSI: -77 [da:0a:bb:97:03:7c]
RSSI: -81 [da:0a:bb:a4:03:9c]
RSSI: -78 [da:0a:bb:a4:03:9c]
RSSI: -79 [da:0a:bb:b2:03:cc]
RSSI: -73 [da:0a:bb:bf:03:fc]
RSSI: -73 [da:0a:bb:bf:03:fc]
RSSI: -76 [da:0a:bb:cc:04:1c]
RSSI: -79 [da:0a:bb:da:04:4c]
RSSI: -80 [da:0a:bb:da:04:4c]
RSSI: -78 [da:0a:bb:da:04:4c]
RSSI: -78 [da:0a:bb:e7:04:6c]
RSSI: -84 [da:0a:bb:f4:04:9c]
RSSI: -80 [da:0a:bc:02:04:bc]
RSSI: -83 [da:0a:bc:02:04:bc]
RSSI: -85 [da:0a:bc:0f:04:ec]
RSSI: -78 [da:0a:bc:0f:04:ec]
RSSI: -78 [da:0a:bc:1c:05:0c]
RSSI: -81 [da:0a:bc:1c:05:0c]
RSSI: -76 [da:0a:bc:2a:05:3c]
RSSI: -76 [da:0a:bc:2a:05:3c]
RSSI: -78 [da:0a:bc:37:05:6c]
RSSI: -75 [da:0a:bc:37:05:6c]
RSSI: -77 [da:0a:bc:44:05:8c]
RSSI: -76 [da:0a:bc:44:05:8c]
RSSI: -75 [da:0a:bc:52:05:bc]
RSSI: -77 [da:0a:bc:52:05:bc]
RSSI: -76 [da:0a:bc:5f:05:dc]
RSSI: -77 [da:0a:bc:6c:06:0c]
RSSI: -76 [da:0a:bc:7a:06:2c]
RSSI: -78 [da:0a:bc:87:06:5c]
RSSI: -78 [da:0a:bc:87:06:5c]
RSSI: -79 [da:0a:bc:94:06:7c]
RSSI: -78 [da:0a:bc:94:06:7c]
RSSI: -77 [da:0a:bc:a2:06:ac]
RSSI: -77 [da:0a:bc:a2:06:ac]
RSSI: -77 [da:0a:bc:af:06:dc]
RSSI: -76 [da:0a:bc:af:06:dc]
RSSI: -80 [da:0a:bc:bc:06:fc]
RSSI: -78 [da:0a:bc:bc:06:fc]
RSSI: -76 [da:0a:bc:ca:07:2c]
RSSI: -79 [da:0a:bc:ca:07:2c]
RSSI: -79 [da:0a:bc:d7:07:4c]
RSSI: -78 [da:0a:bc:d7:07:4c]
RSSI: -83 [da:0a:bc:e4:07:7c]
RSSI: -75 [da:0a:bc:f2:07:9c]
RSSI: -83 [da:0a:bc:ff:07:cc]
RSSI: -75 [da:0a:bc:ff:07:cc]
RSSI: -83 [da:0a:bd:0c:07:fc]
RSSI: -79 [da:0a:bd:1a:08:1c]
RSSI: -75 [da:0a:bd:27:08:4c]
RSSI: -76 [da:0a:bd:34:08:6c]
RSSI: -80 [da:0a:bd:42:08:9c]
RSSI: -85 [da:0a:bd:42:08:9c]
RSSI: -76 [da:0a:bd:50:08:cc]
RSSI: -76 [da:0a:bd:50:08:cc]
RSSI: -79 [da:0a:bd:50:08:cc]
RSSI: -81 [da:0a:bd:5c:08:ec]
RSSI: -76 [da:0a:bd:5c:08:ec]
RSSI: -77 [da:0a:bd:5c:08:ec]
RSSI: -80 [da:0a:bd:6a:09:1c]
RSSI: -81 [da:0a:bd:6a:09:1c]
RSSI: -79 [da:0a:bd:78:09:4c]
RSSI: -79 [da:0a:bd:78:09:4c]
RSSI: -83 [da:0a:bd:84:09:6c]
RSSI: -85 [da:0a:bd:84:09:6c]
RSSI: -97 [da:50:0d:d9:11:db]
RSSI: -86 [da:0a:bd:a0:09:bc]
RSSI: -87 [da:0a:bd:ba:0a:1c]
RSSI: -87 [da:0a:bd:ba:0a:1c]
RSSI: -81 [da:0a:bd:c8:0a:3c]
RSSI: -82 [da:0a:bd:d5:0a:6c]
RSSI: -81 [da:0a:bd:d5:0a:6c]
RSSI: -79 [da:0a:bd:e2:0a:8c]
RSSI: -79 [da:0a:bd:f0:0a:bc]
RSSI: -76 [da:0a:bd:fd:0a:dc]
RSSI: -80 [da:0a:bd:fd:0a:dc]
RSSI: -83 [da:0a:be:0b:0b:0c]
RSSI: -75 [da:0a:be:0b:0b:0c]
RSSI: -81 [da:0a:be:18:0b:3c]
RSSI: -80 [da:0a:be:25:0b:5c]
RSSI: -73 [da:0a:be:33:0b:8c]
RSSI: -77 [da:0a:be:41:0b:bc]
RSSI: -79 [da:0a:be:4d:0b:dc]
RSSI: -73 [da:0a:be:5b:0c:0c]
RSSI: -73 [da:0a:be:5b:0c:0c]
RSSI: -78 [da:0a:be:69:0c:2c]
RSSI: -74 [da:0a:be:69:0c:2c]
RSSI: -77 [da:0a:be:75:0c:5c]
RSSI: -81 [da:0a:be:75:0c:5c]
RSSI: -76 [da:0a:be:83:0c:8c]
RSSI: -76 [da:0a:be:83:0c:8c]
RSSI: -84 [da:0a:be:91:0c:ac]
RSSI: -79 [da:0a:be:91:0c:ac]
RSSI: -96 [da:50:0e:f8:15:2b]
RSSI: -95 [da:51:f3:14:02:6a]
RSSI: -76 [da:0a:be:d4:0d:7c]
RSSI: -76 [da:0a:be:d4:0d:7c]
RSSI: -80 [da:0a:be:e1:0d:ac]
RSSI: -83 [da:0a:be:ee:0d:cc]
RSSI: -76 [da:0a:be:ee:0d:cc]
RSSI: -75 [da:0a:be:fc:0d:fc]
RSSI: -78 [da:0a:be:fc:0d:fc]
RSSI: -74 [da:0a:bf:0a:0e:2c]
RSSI: -73 [da:0a:bf:0a:0e:2c]
RSSI: -76 [da:0a:bf:16:0e:4c]
RSSI: -72 [da:0a:bf:16:0e:4c]
RSSI: -75 [da:0a:bf:24:0e:7c]
RSSI: -71 [da:0a:bf:32:0e:ac]
RSSI: -72 [da:0a:bf:32:0e:ac]
RSSI: -74 [da:0a:bf:3f:0e:cc]
RSSI: -71 [da:0a:bf:3f:0e:cc]
RSSI: -71 [da:0a:bf:3f:0e:cc]
RSSI: -74 [da:0a:bf:4d:0e:fc]
RSSI: -74 [da:0a:bf:4d:0e:fc]
RSSI: -76 [da:0a:bf:5a:0f:2c]
RSSI: -72 [da:0a:bf:67:0f:4c]
RSSI: -93 [da:50:0f:a6:00:ab]
RSSI: -71 [da:0a:bf:75:0f:7c]
RSSI: -74 [da:0a:bf:83:0f:9c]
RSSI: -93 [da:50:0f:c1:01:0b]
RSSI: -71 [da:0a:bf:8f:0f:cc]
RSSI: -73 [da:0a:bf:8f:0f:cc]
RSSI: -73 [da:0a:bf:9d:0f:fc]
RSSI: -72 [da:0a:bf:9d:0f:fc]
RSSI: -73 [da:0a:bf:ab:10:1c]
RSSI: -74 [da:0a:bf:ab:10:1c]
RSSI: -74 [da:0a:bf:ab:10:1c]
RSSI: -74 [da:0a:bf:b8:10:4c]
RSSI: -88 [da:51:f4:0b:05:2a]
RSSI: -74 [da:0a:bf:b8:10:4c]
RSSI: -75 [da:0a:bf:c6:10:6c]
RSSI: -88 [da:50:10:0c:01:eb]
RSSI: -75 [da:0a:bf:d3:10:9c]
RSSI: -83 [da:51:f4:26:05:7a]
RSSI: -85 [da:51:f4:34:05:aa]
RSSI: -82 [da:51:f4:34:05:aa]
RSSI: -82 [da:51:f4:34:05:aa]
RSSI: -90 [da:50:10:28:02:3b]
RSSI: -75 [da:0a:bf:ee:10:ec]
RSSI: -77 [da:0a:bf:fc:11:1c]
RSSI: -81 [da:51:f4:4f:05:fa]
RSSI: -91 [da:50:10:37:02:6b]
RSSI: -79 [da:0a:bf:fc:11:1c]
RSSI: -81 [da:51:f4:4f:05:fa]
RSSI: -78 [da:0a:c0:08:11:3c]
RSSI: -80 [da:51:f4:5d:06:1a]
RSSI: -82 [da:0a:c0:08:11:3c]
RSSI: -81 [da:51:f4:5d:06:1a]
RSSI: -81 [da:51:f4:5d:06:1a]
RSSI: -84 [da:0a:c0:16:11:6c]
RSSI: -87 [da:50:10:53:02:bb]
RSSI: -87 [da:0a:c0:16:11:6c]
RSSI: -85 [da:0a:c0:24:11:8c]
RSSI: -88 [da:0a:c0:24:11:8c]
RSSI: -80 [da:51:f4:86:06:9a]
RSSI: -85 [da:0a:c0:31:11:bc]
RSSI: -80 [da:51:f4:86:06:9a]
RSSI: -92 [da:50:10:6f:03:0b]
RSSI: -80 [da:51:f4:86:06:9a]
RSSI: -81 [da:51:f4:95:06:ba]
RSSI: -80 [da:51:f4:95:06:ba]
RSSI: -83 [da:0a:c0:4d:12:0c]
RSSI: -81 [da:51:f4:a1:06:da]
RSSI: -86 [da:0a:c0:59:12:2c]
RSSI: -84 [da:0a:c0:59:12:2c]
RSSI: -80 [da:51:f4:b0:07:0a]
RSSI: -78 [da:0a:c0:67:12:5c]
RSSI: -77 [da:0a:c0:67:12:5c]
RSSI: -81 [da:0a:c0:67:12:5c]
RSSI: -80 [da:51:f4:be:07:3a]
RSSI: -79 [da:0a:c0:75:12:7c]
RSSI: -81 [da:51:f4:cb:07:5a]
RSSI: -81 [da:51:f4:cb:07:5a]
RSSI: -79 [da:0a:c0:82:12:ac]
RSSI: -82 [da:51:f4:d9:07:8a]
RSSI: -79 [da:0a:c0:82:12:ac]
RSSI: -82 [da:51:f4:d9:07:8a]
RSSI: -77 [da:0a:c0:90:12:cc]
RSSI: -77 [da:0a:c0:90:12:cc]
RSSI: -76 [da:0a:c0:9d:12:fc]
RSSI: -83 [da:51:f4:e7:07:aa]
RSSI: -76 [da:0a:c0:9d:12:fc]
RSSI: -82 [da:51:f4:f4:07:ca]
RSSI: -75 [da:0a:c0:aa:13:1c]
RSSI: -74 [da:0a:c0:aa:13:1c]
RSSI: -84 [da:51:f5:02:07:fa]
RSSI: -75 [da:0a:c0:b8:13:4c]
RSSI: -86 [da:51:f5:11:08:1a]
RSSI: -89 [da:51:f5:11:08:1a]
RSSI: -76 [da:0a:c0:c6:13:7c]
RSSI: -91 [da:51:f5:1d:08:4a]
