-70 [da:2f:8d:53:0d:ea]
RSSI: -82 [da:32:46:d1:02:6b]
RSSI: -72 [da:34:2a:e1:05:7a]
RSSI: -81 [da:32:46:e1:02:9b]
RSSI: -73 [da:34:2a:ee:05:9a]
RSSI: -81 [da:32:46:e1:02:9b]
RSSI: -73 [da:34:2a:ee:05:9a]
RSSI: -77 [da:39:ce:10:02:bc]
RSSI: -76 [da:39:ce:10:02:bc]
RSSI: -81 [da:32:46:ed:02:bb]
RSSI: -71 [da:34:2a:fb:05:ba]
RSSI: -73 [da:34:2a:fb:05:ba]
RSSI: -73 [da:34:2a:fb:05:ba]
RSSI: -81 [da:32:46:fd:02:eb]
RSSI: -72 [da:34:2b:08:05:ea]
RSSI: -73 [da:34:2b:15:06:0a]
RSSI: -72 [da:34:2b:15:06:0a]
RSSI: -83 [da:32:47:0d:03:1b]
RSSI: -78 [da:39:ce:3c:03:4c]
RSSI: -73 [da:34:2b:22:06:2a]
RSSI: -79 [da:39:ce:3c:03:4c]
RSSI: -77 [da:39:ce:4c:03:7c]
RSSI: -81 [da:32:47:29:03:6b]
RSSI: -72 [da:34:2b:2f:06:5a]
RSSI: -84 [da:32:47:29:03:6b]
RSSI: -73 [da:34:2b:3c:06:7a]
RSSI: -73 [da:34:2b:3c:06:7a]
RSSI: -76 [da:39:ce:58:03:9c]
RSSI: -74 [da:34:2b:49:06:9a]
RSSI: -75 [da:39:ce:68:03:cc]
RSSI: -76 [da:39:ce:78:04:0c]
RSSI: -79 [da:39:ce:78:04:0c]
RSSI: -74 [da:34:2b:63:06:ea]
RSSI: -87 [da:32:47:55:03:fb]
RSSI: -74 [da:34:2b:63:06:ea]
RSSI: -75 [da:39:ce:85:04:2c]
RSSI: -77 [da:39:ce:94:04:5c]
RSSI: -75 [da:34:2b:7d:07:3a]
RSSI: -82 [da:39:ce:a4:04:8c]
RSSI: -80 [da:34:2b:97:07:7a]
RSSI: -80 [da:39:ce:c1:04:ec]
RSSI: -82 [da:39:ce:d0:05:1c]
RSSI: -94 [da:39:ce:dd:05:3c]
RSSI: -85 [da:34:2b:be:07:ea]
RSSI: -85 [da:39:ce:dd:05:3c]
RSSI: -84 [da:34:2b:cc:08:1a]
RSSI: -85 [da:34:2b:cc:08:1a]
RSSI: -87 [da:34:2b:d9:08:3a]
RSSI: -82 [da:39:ce:fd:05:ac]
RSSI: -84 [da:34:2b:e6:08:5a]
RSSI: -86 [da:39:cf:09:05:cc]
RSSI: -86 [da:34:2b:e6:08:5a]
RSSI: -83 [da:34:2b:f3:08:8a]
RSSI: -85 [da:34:2b:f3:08:8a]
RSSI: -82 [da:34:2c:00:08:aa]
RSSI: -85 [da:34:2c:0d:08:ca]
RSSI: -83 [da:39:cf:29:06:2c]
RSSI: -83 [da:34:2c:0d:08:ca]
RSSI: -83 [da:39:cf:35:06:5c]
RSSI: -84 [da:34:2c:1a:08:fa]
RSSI: -88 [da:39:cf:35:06:5c]
RSSI: -86 [da:34:2c:27:09:1a]
RSSI: -82 [da:39:cf:45:06:8c]
RSSI: -84 [da:34:2c:27:09:1a]
RSSI: -90 [da:39:cf:55:06:bc]
RSSI: -82 [da:39:cf:55:06:bc]
RSSI: -91 [da:34:2c:41:09:5a]
RSSI: -84 [da:39:cf:62:06:ec]
RSSI: -80 [da:39:cf:62:06:ec]
RSSI: -81 [da:39:cf:72:07:1c]
RSSI: -89 [da:34:2c:5b:09:aa]
RSSI: -78 [da:39:cf:81:07:4c]
RSSI: -78 [da:39:cf:81:07:4c]
RSSI: -83 [da:37:35:6e:0a:4e]
RSSI: -88 [da:34:2c:76:09:fa]
RSSI: -87 [da:34:2c:76:09:fa]
RSSI: -87 [da:34:2c:76:09:fa]
RSSI: -84 [da:37:35:7c:0a:7e]
RSSI: -80 [da:39:cf:9e:07:ac]
RSSI: -85 [da:37:35:8b:0a:9e]
RSSI: -83 [da:37:35:8b:0a:9e]
RSSI: -80 [da:37:35:98:0a:ce]
RSSI: -86 [da:37:35:98:0a:ce]
RSSI: -86 [da:37:35:98:0a:ce]
RSSI: -81 [da:39:cf:ba:07:fc]
RSSI: -82 [da:37:35:a6:0a:ee]
RSSI: -85 [da:37:35:a6:0a:ee]
RSSI: -84 [da:39:cf:ca:08:2c]
RSSI: -81 [da:39:cf:ca:08:2c]
RSSI: -81 [da:37:35:b5:0b:1e]
RSSI: -83 [da:37:35:c1:0b:3e]
RSSI: -81 [da:37:35:d0:0b:6e]
RSSI: -83 [da:37:35:d0:0b:6e]
RSSI: -82 [da:39:cf:f6:08:bc]
RSSI: -82 [da:37:35:df:0b:8e]
RSSI: -83 [da:39:d0:06:08:ec]
RSSI: -82 [da:37:35:eb:0b:be]
RSSI: -86 [da:37:35:fa:0b:de]
RSSI: -82 [da:37:36:08:0c:0e]
RSSI: -83 [da:39:d0:33:09:7c]
RSSI: -80 [da:37:36:15:0c:2e]
RSSI: -81 [da:37:36:15:0c:2e]
RSSI: -81 [da:37:36:24:0c:5e]
RSSI: -85 [da:39:d0:3f:09:9c]
RSSI: -81 [da:37:36:24:0c:5e]
RSSI: -83 [da:37:36:32:0c:7e]
RSSI: -86 [da:39:d0:4f:09:dc]
RSSI: -82 [da:37:36:3f:0c:ae]
RSSI: -86 [da:39:d0:5f:0a:0c]
RSSI: -81 [da:37:36:3f:0c:ae]
RSSI: -84 [da:37:36:4e:0c:ce]
RSSI: -83 [da:37:36:4e:0c:ce]
RSSI: -89 [da:37:36:5c:0c:fe]
RSSI: -82 [da:39:d0:7b:0a:5c]
RSSI: -84 [da:39:d0:8b:0a:9c]
RSSI: -90 [da:37:36:77:0d:4e]
RSSI: -82 [da:39:d0:98:0a:bc]
RSSI: -83 [da:39:d0:a8:0a:ec]
RSSI: -82 [da:39:d0:b8:0b:1c]
RSSI: -90 [da:34:2d:96:0d:3a]
RSSI: -83 [da:39:d0:b8:0b:1c]
RSSI: -89 [da:39:d0:b8:0b:1c]
RSSI: -83 [da:39:d0:c4:0b:4c]
RSSI: -80 [da:39:d0:c4:0b:4c]
RSSI: -84 [da:39:d0:d4:0b:7c]
RSSI: -85 [da:39:d0:e4:0b:ac]
RSSI: -82 [da:39:d0:f1:0b:dc]
RSSI: -84 [da:39:d0:f1:0b:dc]
RSSI: -90 [da:34:2d:e0:0e:0a]
RSSI: -82 [da:39:d1:01:0c:0c]
RSSI: -81 [da:39:d1:1d:0c:6c]
RSSI: -90 [da:34:2d:fa:0e:5a]
RSSI: -85 [da:39:d1:1d:0c:6c]
RSSI: -78 [da:39:d1:2d:0c:9c]
RSSI: -77 [da:39:d1:2d:0c:9c]
RSSI: -80 [da:39:d1:2d:0c:9c]
RSSI: -79 [da:39:d1:3d:0c:cc]
RSSI: -87 [da:34:2e:22:0e:ca]
RSSI: -76 [da:39:d1:4a:0c:fc]
RSSI: -91 [da:34:2e:2f:0e:ea]
RSSI: -77 [da:39:d1:4a:0c:fc]
RSSI: -88 [da:34:2e:2f:0e:ea]
RSSI: -87 [da:34:2e:3c:0f:1a]
RSSI: -74 [da:39:d1:59:0d:2c]
RSSI: -90 [da:34:2e:3c:0f:1a]
RSSI: -77 [da:39:d1:69:0d:5c]
RSSI: -80 [da:39:d1:76:0d:8c]
RSSI: -78 [da:39:d1:76:0d:8c]
RSSI: -92 [da:34:2e:63:0f:8a]
RSSI: -84 [da:39:d1:86:0d:bc]
RSSI: -78 [da:39:d1:96:0d:ec]
RSSI: -78 [da:39:d1:96:0d:ec]
RSSI: -78 [da:39:d1:a2:0e:0c]
RSSI: -78 [da:39:d1:a2:0e:0c]
RSSI: -78 [da:39:d1:b2:0e:4c]
RSSI: -77 [da:39:d1:c2:0e:7c]
RSSI: -78 [da:39:d1:cf:0e:9c]
RSSI: -77 [da:39:d1:cf:0e:9c]
RSSI: -82 [da:39:d1:df:0e:dc]
RSSI: -79 [da:39:d1:df:0e:dc]
RSSI: -82 [da:39:d1:ef:0f:0c]
RSSI: -80 [da:39:d1:fb:0f:2c]
RSSI: -91 [da:37:37:e2:11:4e]
RSSI: -80 [da:39:d1:fb:0f:2c]
RSSI: -81 [da:39:d2:0b:0f:5c]
RSSI: -78 [da:39:d2:1b:0f:9c]
RSSI: -77 [da:39:d2:1b:0f:9c]
RSSI: -78 [da:39:d2:28:0f:bc]
RSSI: -77 [da:39:d2:28:0f:bc]
RSSI: -79 [da:39:d2:38:0f:ec]
RSSI: -78 [da:39:d2:48:10:1c]
RSSI: -78 [da:39:d2:48:10:1c]
RSSI: -78 [da:39:d2:48:10:1c]
RSSI: -92 [da:37:38:36:12:3e]
RSSI: -79 [da:39:d2:54:10:4c]
RSSI: -81 [da:39:d2:64:10:7c]
RSSI: -80 [da:39:d2:64:10:7c]
RSSI: -82 [da:39:d2:74:10:ac]
RSSI: -78 [da:39:d2:81:10:dc]
RSSI: -79 [da:39:d2:81:10:dc]
RSSI: -82 [da:39:d2:81:10:dc]
RSSI: -92 [da:34:2f:6b:12:7a]
RSSI: -80 [da:39:d2:91:11:0c]
RSSI: -80 [da:39:d2:91:11:0c]
RSSI: -80 [da:39:d2:a1:11:3c]
RSSI: -78 [da:39:d2:a1:11:3c]
RSSI: -77 [da:39:d2:ae:11:5c]
RSSI: -75 [da:39:d2:ae:11:5c]
RSSI: -76 [da:39:d2:be:11:8c]
RSSI: -76 [da:39:d2:be:11:8c]
RSSI: -74 [da:39:d2:cd:11:cc]
RSSI: -93 [da:34:2f:bb:13:5a]
RSSI: -75 [da:39:d2:da:11:ec]
RSSI: -78 [da:39:d2:ea:12:1c]
RSSI: -76 [da:39:d2:ea:12:1c]
RSSI: -76 [da:39:d2:fa:12:4c]
RSSI: -77 [da:39:d2:fa:12:4c]
RSSI: -74 [da:39:d3:07:12:7c]
RSSI: -73 [da:39:d3:17:12:ac]
RSSI: -73 [da:39:d3:17:12:ac]
RSSI: -74 [da:39:d3:27:12:dc]
RSSI: -72 [da:39:d3:27:12:dc]
RSSI: -75 [da:39:d3:33:13:0c]
RSSI: -74 [da:39:d3:33:13:0c]
RSSI: -74 [da:39:d3:33:13:0c]
RSSI: -73 [da:39:d3:43:13:3c]
RSSI: -77 [da:39:d3:43:13:3c]
RSSI: -77 [da:39:d3:53:13:6c]
RSSI: -75 [da:39:d3:53:13:6c]
RSSI: -84 [da:39:d3:60:13:9c]
RSSI: -82 [da:39:d3:70:13:cc]
RSSI: -82 [da:39:d3:70:13:cc]
RSSI: -82 [da:39:d3:80:13:fc]
RSSI: -77 [da:39:d3:80:13:fc]
RSSI: -78 [da:39:d3:8d:14:1c]
RSSI: -74 [da:39:d3:9d:14:4c]
RSSI: -75 [da:39:d3:9d:14:4c]
RSSI: -72 [da:39:d3:ad:14:8c]
RSSI: -72 [da:39:d3:ad:14:8c]
RSSI: -71 [da:39:d3:ad:14:8c]
RSSI: -71 [da:39:d3:b9:14:ac]
RSSI: -71 [da:39:d3:c9:14:dc]
RSSI: -70 [da:39:d3:c9:14:dc]
RSSI: -70 [da:39:d3:d9:15:0c]
RSSI: -70 [da:39:d3:d9:15:0c]
RSSI: -70 [da:39:d3:e6:15:3c]
RSSI: -71 [da:39:d3:f6:15:6c]
RSSI: -70 [da:39:d3:f6:15:6c]
RSSI: -70 [da:39:d3:f6:15:6c]
RSSI: -71 [da:39:d4:06:15:9c]
RSSI: -71 [da:39:d4:06:15:9c]
RSSI: -72 [da:39:d4:13:15:cc]
RSSI: -71 [da:39:d4:23:15:fc]
RSSI: -73 [da:39:d4:23:15:fc]
RSSI: -72 [da:39:d4:33:16:2c]
RSSI: -73 [da:39:d4:33:16:2c]
RSSI: -72 [da:39:d4:33:16:2c]
RSSI: -73 [da:39:d4:3f:16:5c]
RSSI: -77 [da:39:d4:4f:00:3c]
RSSI: -75 [da:39:d4:4f:00:3c]
RSSI: -75 [da:39:d4:5f:00:6c]
RSSI: -78 [da:39:d4:5f:00:6c]
RSSI: -90 [da:34:31:55:01:aa]
RSSI: -81 [da:39:d4:7c:00:cc]
RSSI: -82 [da:39:d4:7c:00:cc]
RSSI: -81 [da:39:d4:7c:00:cc]
RSSI: -78 [da:39:d4:8c:00:fc]
RSSI: -85 [da:39:d4:8c:00:fc]
RSSI: -85 [da:39:d4:a9:01:4c]
RSSI: -95 [da:37:3a:9a:02:ae]
RSSI: -88 [da:39:d4:b9:01:7c]
RSSI: -88 [da:34:31:a4:02:8a]
RSSI: -88 [da:39:d4:d6:01:dc]
RSSI: -82 [da:39:d4:e6:02:0c]
RSSI: -85 [da:34:31:cc:02:ea]
RSSI: -85 [da:34:31:cc:02:ea]
RSSI: -82 [da:39:d4:f2:02:3c]
RSSI: -84 [da:34:31:da:03:1a]
RSSI: -84 [da:34:31:da:03:1a]
RSSI: -79 [da:39:d5:13:02:9c]
RSSI: -83 [da:34:31:f4:03:5a]
RSSI: -84 [da:34:31:f4:03:5a]
RSSI: -82 [da:34:32:02:03:8a]
RSSI: -90 [da:32:4e:00:01:6b]
RSSI: -79 [da:39:d5:1f:02:cc]
RSSI: -83 [da:34:32:02:03:8a]
RSSI: -85 [da:34:32:0f:03:aa]
RSSI: -80 [da:39:d5:2f:02:fc]
RSSI: -83 [da:34:32:0f:03:aa]
RSSI: -89 [da:32:4e:0c:01:8b]
RSSI: -77 [da:39:d5:2f:02:fc]
RSSI: -87 [da:39:d5:3f:03:2c]
RSSI: -91 [da:32:4e:1c:01:bb]
RSSI: -81 [da:39:d5:3f:03:2c]
RSSI: -83 [da:34:32:2a:03:fa]
RSSI: -91 [da:32:4e:2d:01:eb]
RSSI: -82 [da:34:32:37:04:1a]
RSSI: -88 [da:32:4e:2d:01:eb]
RSSI: -81 [da:34:32:37:04:1a]
RSSI: -81 [da:39:d5:5c:03:8c]
RSSI: -81 [da:34:32:44:04:3a]
RSSI: -89 [da:32:4e:39:02:1b]
RSSI: -87 [da:39:d5:5c:03:8c]
RSSI: -80 [da:34:32:44:04:3a]
RSSI: -78 [da:34:32:51:04:6a]
RSSI: -82 [da:39:d5:6c:03:bc]
RSSI: -86 [da:32:4e:49:02:4b]
RSSI: -78 [da:34:32:51:04:6a]
RSSI: -88 [da:32:4e:49:02:4b]
RSSI: -81 [da:39:d5:79:03:dc]
RSSI: -77 [da:34:32:5f:04:8a]
RSSI: -87 [da:32:4e:59:02:7b]
RSSI: -86 [da:39:d5:89:04:0c]
RSSI: -76 [da:34:32:6c:04:aa]
RSSI: -76 [da:34:32:6c:04:aa]
RSSI: -86 [da:32:4e:66:02:9b]
RSSI: -80 [da:39:d5:89:04:0c]
RSSI: -74 [da:34:32:79:04:da]
RSSI: -75 [da:34:32:79:04:da]
RSSI: -74 [da:34:32:87:04:fa]
RSSI: -73 [da:34:32:87:04:fa]
RSSI: -86 [da:32:4e:86:02:fb]
RSSI: -80 [da:39:d5:a6:04:6c]
RSSI: -74 [da:34:32:94:05:1a]
RSSI: -74 [da:34:32:94:05:1a]
RSSI: -81 [da:39:d5:b6:04:9c]
RSSI: -73 [da:34:32:94:05:1a]
RSSI: -85 [da:32:4e:93:03:1b]
RSSI: -81 [da:39:d5:b6:04:9c]
RSSI: -85 [da:39:d5:c6:04:cc]
RSSI: -87 [da:39:d5:c6:04:cc]
RSSI: -89 [da:32:4e:a3:03:4b]
RSSI: -73 [da:34:32:af:05:6a]
RSSI: -81 [da:39:d5:c6:04:cc]
RSSI: -89 [da:32:4e:a3:03:4b]
RSSI: -72 [da:34:32:af:05:6a]
RSSI: -88 [da:32:4e:b3:03:7b]
RSSI: -73 [da:34:32:bb:05:9a]
RSSI: -90 [da:32:4e:b3:03:7b]
RSSI: -73 [da:34:32:bb:05:9a]
RSSI: -79 [da:39:d5:e3:05:1c]
RSSI: -88 [da:32:4e:c0:03:ab]
RSSI: -73 [da:34:32:c9:05:ba]
RSSI: -80 [da:39:d5:f3:05:5c]
RSSI: -72 [da:34:32:d7:05:da]
RSSI: -89 [da:32:4e:d0:03:db]
RSSI: -87 [da:39:d6:10:05:ac]
RSSI: -73 [da:34:32:f1:06:2a]
RSSI: -92 [da:32:4e:ed:04:2b]
RSSI: -73 [da:34:32:f1:06:2a]
RSSI: -82 [da:39:d6:20:05:dc]
RSSI: -72 [da:34:32:ff:06:5a]
RSSI: -73 [da:34:33:0b:06:7a]
RSSI: -80 [da:39:d6:2c:06:0c]
RSSI: -74 [da:34:33:19:06:9a]
RSSI: -85 [da:39:d6:3c:06:3c]
RSSI: -74 [da:34:33:19:06:9a]
RSSI: -81 [da:39:d6:4d:06:6c]
RSSI: -75 [da:34:33:27:06:ca]
RSSI: -81 [da:39:d6:4d:06:6c]
RSSI: -78 [da:39:d6:4d:06:6c]
RSSI: -76 [da:34:33:33:06:ea]
RSSI: -78 [da:39:d6:4d:06:6c]
RSSI: -75 [da:34:33:33:06:ea]
RSSI: -77 [da:34:33:41:07:0a]
RSSI: -77 [da:39:d6:59:06:9c]
RSSI: -77 [da:34:33:41:07:0a]
RSSI: -80 [da:39:d6:59:06:9c]
RSSI: -77 [da:34:33:4f:07:3a]
RSSI: -90 [da:37:3c:51:07:7e]
RSSI: -79 [da:34:33:4f:07:3a]
RSSI: -78 [da:39:d6:72:06:ec]
RSSI: -80 [da:34:33:5b:07:5a]
RSSI: -81 [da:34:33:5b:07:5a]
RSSI: -85 [da:39:d6:82:07:1c]
RSSI: -81 [da:34:33:69:07:7a]
RSSI: -83 [da:34:33:69:07:7a]
RSSI: -74 [da:39:d6:8f:07:4c]
RSSI: -82 [da:39:d6:8f:07:4c]
RSSI: -85 [da:34:33:77:07:aa]
RSSI: -74 [da:39:d6:9f:07:7c]
RSSI: -88 [da:34:33:83:07:ca]
RSSI: -81 [da:39:d6:af:07:ac]
RSSI: -77 [da:39:d6:af:07:ac]
RSSI: -77 [da:39:d6:af:07:ac]
RSSI: -88 [da:34:33:9f:08:1a]
RSSI: -82 [da:39:d6:bc:07:dc]
RSSI: -86 [da:34:33:9f:08:1a]
RSSI: -81 [da:39:d6:bc:07:dc]
RSSI: -83 [da:34:33:ab:08:3a]
RSSI: -81 [da:39:d6:cc:08:0c]
RSSI: -86 [da:34:33:ab:08:3a]
RSSI: -84 [da:34:33:c7:08:8a]
RSSI: -87 [da:34:33:c7:08:8a]
RSSI: -85 [da:39:d6:f2:08:7c]
RSSI: -85 [da:34:33:d3:08:aa]
RSSI: -92 [da:39:d6:f2:08:7c]
RSSI: -89 [da:34:33:ef:08:fa]
RSSI: -82 [da:39:d7:18:08:fc]
RSSI: -94 [da:37:3d:08:09:8e]
RSSI: -88 [da:39:d7:25:09:1c]
RSSI: -90 [da:34:34:17:09:6a]
RSSI: -88 [da:34:34:17:09:6a]
RSSI: -84 [da:39:d7:3e:09:6c]
RSSI: -85 [da:39:d7:3e:09:6c]
RSSI: -89 [da:34:34:24:09:9a]
RSSI: -90 [da:34:34:24:09:9a]
RSSI: -84 [da:39:d7:4b:09:9c]
RSSI: -88 [da:34:34:31:09:ba]
RSSI: -92 [da:34:34:3f:09:ea]
RSSI: -83 [da:37:3d:41:0a:2e]
RSSI: -87 [da:37:3d:50:0a:5e]
RSSI: -83 [da:39:d7:71:0a:1c]
RSSI: -85 [da:39:d7:7e:0a:3c]
RSSI: -83 [da:37:3d:6c:0a:ae]
RSSI: -89 [da:39:d7:97:0a:8c]
RSSI: -86 [da:37:3d:87:0a:fe]
RSSI: -84 [da:39:d7:b0:0a:dc]
RSSI: -87 [da:37:3d:96:0b:1e]
RSSI: -82 [da:37:3d:a5:0b:4e]
RSSI: -83 [da:39:d7:d6:0b:5c]
RSSI: -87 [da:37:3d:c1:0b:9e]
RSSI: -83 [da:37:3d:d0:0b:ce]
RSSI: -83 [da:39:d7:fd:0b:dc]
RSSI: -83 [da:37:3d:dc:0b:ee]
RSSI: -83 [da:39:d8:2f:0c:7c]
RSSI: -85 [da:39:d8:3c:0c:9c]
RSSI: -82 [da:39:d8:49:0c:cc]
RSSI: -83 [da:39:d8:56:0c:ec]
RSSI: -83 [da:39:d8:56:0c:ec]
RSSI: -86 [da:39:d8:62:0d:1c]
RSSI: -81 [da:39:d8:6f:0d:3c]
RSSI: -84 [da:39:d8:7c:0d:6c]
RSSI: -80 [da:39:d8:7c:0d:6c]
RSSI: -79 [da:39:d8:7c:0d:6c]
RSSI: -82 [da:39:d8:89:0d:9c]
RSSI: -79 [da:39:d8:95:0d:bc]
RSSI: -80 [da:39:d8:a2:0d:ec]
RSSI: -77 [da:39:d8:a2:0d:ec]
RSSI: -79 [da:39:d8:af:0e:0c]
RSSI: -80 [da:39:d8:c8:0e:5c]
RSSI: -77 [da:39:d8:c8:0e:5c]
RSSI: -80 [da:39:d8:d5:0e:8c]
RSSI: -81 [da:39:d8:e2:0e:ac]
RSSI: -81 [da:39:d8:e2:0e:ac]
RSSI: -78 [da:39:d8:ee:0e:dc]
RSSI: -77 [da:39:d8:ee:0e:dc]
RSSI: -79 [da:39:d8:fb:0e:fc]
RSSI: -78 [da:39:d9:08:0f:2c]
RSSI: -78 [da:39:d9:08:0f:2c]
RSSI: -81 [da:39:d9:15:0f:4c]
RSSI: -82 [da:39:d9:15:0f:4c]
RSSI: -81 [da:39:d9:21:0f:7c]
RSSI: -80 [da:39:d9:2e:0f:9c]
RSSI: -82 [da:39:d9:2e:0f:9c]
RSSI: -82 [da:39:d9:2e:0f:9c]
RSSI: -80 [da:39:d9:3b:0f:cc]
RSSI: -81 [da:39:d9:3b:0f:cc]
RSSI: -81 [da:39:d9:48:0f:ec]
RSSI: -80 [da:39:d9:54:10:1c]
RSSI: -79 [da:39:d9:54:10:1c]
RSSI: -82 [da:39:d9:61:10:3c]
RSSI: -81 [da:39:d9:61:10:3c]
RSSI: -82 [da:39:d9:7b:10:8c]
RSSI: -81 [da:39:d9:7b:10:8c]
RSSI: -85 [da:39:d9:87:10:bc]
RSSI: -82 [da:39:d9:87:10:bc]
RSSI: -82 [da:39:d9:a1:11:0c]
RSSI: -82 [da:39:d9:a1:11:0c]
RSSI: -85 [da:39:d9:ae:11:3c]
RSSI: -81 [da:39:d9:ae:11:3c]
RSSI: -83 [da:39:d9:bb:11:5c]
RSSI: -92 [da:37:3f:a5:11:0e]
RSSI: -80 [da:39:d9:c7:11:8c]
RSSI: -82 [da:39:d9:c7:11:8c]
RSSI: -80 [da:39:d9:d4:11:ac]
RSSI: -90 [da:37:3f:c1:11:5e]
RSSI: -78 [da:39:d9:e1:11:dc]
RSSI: -77 [da:39:d9:ee:11:fc]
RSSI: -89 [da:37:3f:d0:11:8e]
RSSI: -77 [da:39:d9:ee:11:fc]
RSSI: -77 [da:39:d9:fa:12:2c]
RSSI: -76 [da:39:d9:fa:12:2c]
RSSI: -77 [da:39:da:07:12:5c]
RSSI: -79 [da:39:da:14:12:7c]
RSSI: -75 [da:39:da:14:12:7c]
RSSI: -79 [da:39:da:21:12:ac]
RSSI: -78 [da:39:da:21:12:ac]
RSSI: -77 [da:39:da:2e:12:cc]
RSSI: -76 [da:39:da:3a:12:fc]
RSSI: -73 [da:39:da:3a:12:fc]
RSSI: -75 [da:39:da:47:13:1c]
RSSI: -73 [da:39:da:47:13:1c]
RSSI: -75 [da:39:da:54:13:4c]
RSSI: -73 [da:39:da:61:13:6c]
RSSI: -71 [da:39:da:61:13:6c]
RSSI: -75 [da:39:da:6d:13:9c]
RSSI: -75 [da:39:da:6d:13:9c]
RSSI: -79 [da:39:da:7a:13:bc]
RSSI: -78 [da:39:da:87:13:ec]
RSSI: -76 [da:39:da:87:13:ec]
RSSI: -85 [da:39:da:94:14:0c]
RSSI: -85 [da:39:da:94:14:0c]
RSSI: -79 [da:39:da:a1:14:3c]
RSSI: -76 [da:39:da:ae:14:5c]
RSSI: -80 [da:39:da:ae:14:5c]
RSSI: -75 [da:39:da:ba:14:8c]
RSSI: -73 [da:39:da:ba:14:8c]
RSSI: -70 [da:39:da:c7:14:ac]
RSSI: -69 [da:39:da:d4:14:dc]
RSSI: -71 [da:39:da:d4:14:dc]
RSSI: -67 [da:39:da:e1:14:fc]
RSSI: -66 [da:39:da:e1:14:fc]
RSSI: -67 [da:39:da:ee:15:2c]
RSSI: -66 [da:39:da:fb:15:5c]
RSSI: -66 [da:39:da:fb:15:5c]
RSSI: -64 [da:39:db:07:15:7c]
RSSI: -64 [da:39:db:14:15:9c]
RSSI: -63 [da:39:db:21:15:cc]
RSSI: -65 [da:39:db:21:15:cc]
RSSI: -63 [da:39:db:2e:15:ec]
RSSI: -63 [da:39:db:2e:15:ec]
RSSI: -63 [da:39:db:3b:16:1c]
RSSI: -62 [da:39:db:48:16:3c]
RSSI: -64 [da:39:db:48:16:3c]
RSSI: -63 [da:39:db:54:16:6c]
RSSI: -63 [da:39:db:54:16:6c]
RSSI: -64 [da:39:db:61:00:0c]
RSSI: -66 [da:39:db:6e:00:2c]
RSSI: -66 [da:39:db:7b:00:2c]
RSSI: -69 [da:39:db:88:00:4c]
RSSI: -70 [da:39:db:95:00:7c]
RSSI: -73 [da:39:db:95:00:7c]
RSSI: -75 [da:39:db:a1:00:9c]
RSSI: -76 [da:39:db:a1:00:9c]
RSSI: -84 [da:39:db:ae:00:cc]
RSSI: -84 [da:39:db:bb:00:fc]
RSSI: -82 [da:39:db:bb:00:fc]
RSSI: -90 [da:39:db:c8:01:1c]
RSSI: -82 [da:39:db:c8:01:1c]
RSSI: -82 [da:39:db:d5:01:4c]
RSSI: -76 [da:39:db:e2:01:6c]
RSSI: -76 [da:39:db:e2:01:6c]
RSSI: -81 [da:39:db:ee:01:9c]
RSSI: -79 [da:39:db:ee:01:9c]
RSSI: -80 [da:39:db:fb:01:bc]
RSSI: -87 [da:39:dc:08:01:ec]
RSSI: -81 [da:39:dc:15:02:1c]
RSSI: -95 [da:34:39:06:01:5a]
RSSI: -82 [da:39:dc:22:02:3c]
RSSI: -94 [da:34:39:06:01:5a]
RSSI: -83 [da:39:dc:3b:02:8c]
RSSI: -82 [da:39:dc:3b:02:8c]
RSSI: -79 [da:39:dc:55:02:dc]
RSSI: -76 [da:39:dc:62:03:0c]
RSSI: -76 [da:39:dc:62:03:0c]
RSSI: -78 [da:39:dc:7c:03:5c]
RSSI: -81 [da:39:dc:89:03:7c]
RSSI: -90 [da:37:42:7f:02:be]
RSSI: -85 [da:39:dc:96:03:ac]
RSSI: -87 [da:37:42:7f:02:be]
RSSI: -76 [da:39:dc:a3:03:cc]
RSSI: -88 [da:37:42:8c:02:de]
RSSI: -77 [da:39:dc:af:03:fc]
RSSI: -88 [da:37:42:9b:03:0e]
RSSI: -80 [da:39:dc:bc:04:1c]
RSSI: -88 [da:37:42:aa:03:3e]
RSSI: -78 [da:39:dc:c9:04:4c]
RSSI: -79 [da:39:dc:d6:04:6c]
RSSI: -85 [da:39:dc:e3:04:9c]
RSSI: -91 [da:37:42:c6:03:8e]
RSSI: -87 [da:32:55:ca:02:1b]
RSSI: -74 [da:39:dc:f0:04:bc]
RSSI: -89 [da:32:55:d7:02:4b]
RSSI: -76 [da:39:dc:fd:04:ec]
RSSI: -90 [da:32:55:d7:02:4b]
RSSI: -89 [da:34:39:df:03:ba]
RSSI: -78 [da:39:dd:0a:05:1c]
RSSI: -80 [da:39:dd:0a:05:1c]
RSSI: -84 [da:34:39:ed:03:ea]
RSSI: -78 [da:39:dd:17:05:3c]
RSSI: -86 [da:34:39:fa:04:0a]
RSSI: -84 [da:34:39:fa:04:0a]
RSSI: -89 [da:32:55:fd:02:bb]
RSSI: -83 [da:34:3a:08:04:3a]
RSSI: -81 [da:34:3a:08:04:3a]
RSSI: -82 [da:34:3a:16:04:5a]
RSSI: -81 [da:34:3a:16:04:5a]
RSSI: -89 [da:32:56:17:03:0b]
RSSI: -80 [da:34:3a:23:04:7a]
RSSI: -86 [da:39:dd:4a:05:dc]
RSSI: -77 [da:34:3a:31:04:aa]
