-70 [da:2f:8d:53:0d:ea]
RSSI: -74 [da:38:2f:63:12:4c]
RSSI: -80 [da:30:a8:34:01:0b]
RSSI: -77 [da:38:2f:70:12:7c]
RSSI: -82 [da:30:a8:34:01:0b]
RSSI: -81 [da:30:a8:43:01:3b]
RSSI: -82 [da:38:2f:80:12:ac]
RSSI: -81 [da:30:a8:50:01:5b]
RSSI: -83 [da:30:a8:60:01:8b]
RSSI: -82 [da:30:a8:60:01:8b]
RSSI: -85 [da:30:a8:70:01:bb]
RSSI: -84 [da:38:2f:ac:13:2c]
RSSI: -80 [da:38:2f:ac:13:2c]
RSSI: -83 [da:30:a8:7c:01:db]
RSSI: -81 [da:30:a8:7c:01:db]
RSSI: -81 [da:30:a8:7c:01:db]
RSSI: -80 [da:38:2f:bc:13:5c]
RSSI: -84 [da:30:a8:8c:02:0b]
RSSI: -78 [da:38:2f:c8:13:8c]
RSSI: -78 [da:38:2f:c8:13:8c]
RSSI: -84 [da:30:a8:9c:02:3b]
RSSI: -78 [da:38:2f:d8:13:bc]
RSSI: -79 [da:38:2f:d8:13:bc]
RSSI: -78 [da:38:2f:e8:13:ec]
RSSI: -78 [da:38:2f:e8:13:ec]
RSSI: -85 [da:30:a8:b8:02:9b]
RSSI: -81 [da:38:2f:f5:14:1c]
RSSI: -82 [da:38:2f:f5:14:1c]
RSSI: -87 [da:30:a8:c8:02:cb]
RSSI: -84 [da:38:30:14:14:7c]
RSSI: -81 [da:38:30:14:14:7c]
RSSI: -82 [da:38:30:21:14:9c]
RSSI: -81 [da:38:30:30:14:cc]
RSSI: -80 [da:38:30:30:14:cc]
RSSI: -80 [da:38:30:40:15:0c]
RSSI: -80 [da:38:30:40:15:0c]
RSSI: -82 [da:38:30:4d:15:2c]
RSSI: -83 [da:38:30:5d:15:5c]
RSSI: -84 [da:38:30:5d:15:5c]
RSSI: -81 [da:38:30:6c:15:8c]
RSSI: -82 [da:38:30:6c:15:8c]
RSSI: -82 [da:38:30:6c:15:8c]
RSSI: -86 [da:35:96:53:0b:ee]
RSSI: -79 [da:38:30:79:15:bc]
RSSI: -90 [da:30:a9:4d:04:4b]
RSSI: -86 [da:35:96:53:0b:ee]
RSSI: -92 [da:30:a9:4d:04:4b]
RSSI: -83 [da:38:30:89:15:ec]
RSSI: -79 [da:38:30:99:16:1c]
RSSI: -79 [da:35:96:70:0c:3e]
RSSI: -79 [da:38:30:a5:16:3c]
RSSI: -81 [da:35:96:7c:0c:5e]
RSSI: -80 [da:38:30:a5:16:3c]
RSSI: -93 [da:30:a9:86:04:fb]
RSSI: -79 [da:35:96:a6:0c:de]
RSSI: -80 [da:38:30:d1:00:5c]
RSSI: -75 [da:35:96:a6:0c:de]
RSSI: -80 [da:38:30:d1:00:5c]
RSSI: -91 [da:30:a9:a6:05:5b]
RSSI: -78 [da:35:96:b5:0c:fe]
RSSI: -84 [da:38:30:f1:00:bc]
RSSI: -75 [da:35:96:d0:0d:4e]
RSSI: -78 [da:35:96:de:0d:7e]
RSSI: -75 [da:35:96:de:0d:7e]
RSSI: -81 [da:38:31:0e:01:1c]
RSSI: -77 [da:35:96:ed:0d:9e]
RSSI: -83 [da:38:31:1d:01:4c]
RSSI: -76 [da:35:96:fa:0d:ce]
RSSI: -77 [da:35:96:fa:0d:ce]
RSSI: -84 [da:38:31:2a:01:6c]
RSSI: -78 [da:35:96:fa:0d:ce]
RSSI: -84 [da:38:31:2a:01:6c]
RSSI: -87 [da:30:a9:ff:06:6b]
RSSI: -76 [da:35:97:08:0d:ee]
RSSI: -78 [da:35:97:17:0e:1e]
RSSI: -89 [da:30:aa:0c:06:8b]
RSSI: -78 [da:35:97:17:0e:1e]
RSSI: -78 [da:35:97:23:0e:3e]
RSSI: -78 [da:35:97:23:0e:3e]
RSSI: -85 [da:38:31:56:01:fc]
RSSI: -78 [da:35:97:32:0e:6e]
RSSI: -79 [da:35:97:32:0e:6e]
RSSI: -80 [da:35:97:40:0e:8e]
RSSI: -79 [da:35:97:40:0e:8e]
RSSI: -81 [da:35:97:4d:0e:be]
RSSI: -82 [da:35:97:4d:0e:be]
RSSI: -89 [da:38:31:83:02:8c]
RSSI: -82 [da:35:97:5c:0e:de]
RSSI: -89 [da:30:aa:64:07:9b]
RSSI: -94 [da:32:8e:77:06:ea]
RSSI: -88 [da:30:aa:84:07:fb]
RSSI: -92 [da:38:31:af:03:1c]
RSSI: -91 [da:35:97:86:0f:5e]
RSSI: -88 [da:30:aa:84:07:fb]
RSSI: -88 [da:30:aa:91:08:1b]
RSSI: -88 [da:35:97:af:0f:ce]
RSSI: -84 [da:30:aa:b1:08:7b]
RSSI: -86 [da:35:97:ca:10:1e]
RSSI: -87 [da:35:97:ca:10:1e]
RSSI: -87 [da:30:aa:cd:08:db]
RSSI: -88 [da:32:8e:e1:08:1a]
RSSI: -88 [da:35:97:f4:10:9e]
RSSI: -88 [da:30:aa:ea:09:2b]
RSSI: -86 [da:32:8e:f3:08:4a]
RSSI: -88 [da:32:8e:f3:08:4a]
RSSI: -88 [da:30:aa:fa:09:5b]
RSSI: -86 [da:32:8f:03:08:7a]
RSSI: -88 [da:30:ab:0a:09:8b]
RSSI: -87 [da:32:8f:10:08:9a]
RSSI: -84 [da:32:8f:1d:08:ba]
RSSI: -83 [da:32:8f:1d:08:ba]
RSSI: -87 [da:35:98:1e:11:0e]
RSSI: -89 [da:30:ab:16:09:ab]
RSSI: -84 [da:38:32:54:05:1c]
RSSI: -84 [da:38:32:60:05:4c]
RSSI: -80 [da:32:8f:38:09:0a]
RSSI: -82 [da:32:8f:44:09:2a]
RSSI: -89 [da:30:ab:43:0a:3b]
RSSI: -82 [da:38:32:80:05:ac]
RSSI: -80 [da:32:8f:52:09:5a]
RSSI: -81 [da:32:8f:5f:09:7a]
RSSI: -81 [da:38:32:8d:05:dc]
RSSI: -80 [da:32:8f:5f:09:7a]
RSSI: -79 [da:32:8f:6c:09:9a]
RSSI: -81 [da:32:8f:6c:09:9a]
RSSI: -81 [da:32:8f:6c:09:9a]
RSSI: -83 [da:38:32:9d:06:0c]
RSSI: -85 [da:38:32:ad:06:3c]
RSSI: -88 [da:35:98:81:12:2e]
RSSI: -80 [da:32:8f:79:09:ca]
RSSI: -85 [da:38:32:ad:06:3c]
RSSI: -81 [da:38:32:ad:06:3c]
RSSI: -81 [da:38:32:ad:06:3c]
RSSI: -90 [da:30:ab:80:0a:eb]
RSSI: -79 [da:32:8f:87:09:ea]
RSSI: -81 [da:32:8f:93:0a:0a]
RSSI: -83 [da:38:32:c9:06:9c]
RSSI: -81 [da:32:8f:a1:0a:3a]
RSSI: -81 [da:32:8f:a1:0a:3a]
RSSI: -81 [da:38:32:d9:06:cc]
RSSI: -81 [da:38:32:d9:06:cc]
RSSI: -79 [da:32:8f:ae:0a:5a]
RSSI: -82 [da:38:32:e6:06:ec]
RSSI: -82 [da:32:8f:bb:0a:8a]
RSSI: -82 [da:38:32:e6:06:ec]
RSSI: -82 [da:32:8f:c8:0a:aa]
RSSI: -83 [da:32:8f:c8:0a:aa]
RSSI: -82 [da:38:32:f6:07:2c]
RSSI: -81 [da:32:8f:d6:0a:ca]
RSSI: -78 [da:38:33:05:07:5c]
RSSI: -85 [da:32:8f:e2:0a:fa]
RSSI: -78 [da:38:33:12:07:7c]
RSSI: -82 [da:38:33:22:07:ac]
RSSI: -89 [da:32:8f:f0:0b:1a]
RSSI: -78 [da:38:33:22:07:ac]
RSSI: -89 [da:32:8f:fd:0b:4a]
RSSI: -82 [da:38:33:32:07:dc]
RSSI: -80 [da:38:33:4e:08:3c]
RSSI: -79 [da:38:33:5e:08:6c]
RSSI: -89 [da:32:90:31:0b:da]
RSSI: -89 [da:32:90:31:0b:da]
RSSI: -86 [da:38:33:6b:08:9c]
RSSI: -76 [da:38:33:6b:08:9c]
RSSI: -75 [da:38:33:7b:08:cc]
RSSI: -92 [da:35:99:52:14:6e]
RSSI: -75 [da:38:33:8b:08:fc]
RSSI: -74 [da:38:33:8b:08:fc]
RSSI: -81 [da:38:33:8b:08:fc]
RSSI: -76 [da:38:33:97:09:2c]
RSSI: -75 [da:38:33:97:09:2c]
RSSI: -77 [da:38:33:a7:09:5c]
RSSI: -81 [da:38:33:b7:09:8c]
RSSI: -78 [da:38:33:b7:09:8c]
RSSI: -80 [da:38:33:c4:09:ac]
RSSI: -86 [da:32:90:9b:0d:0a]
RSSI: -80 [da:38:33:c4:09:ac]
RSSI: -87 [da:32:90:a8:0d:3a]
RSSI: -78 [da:38:33:d4:09:ec]
RSSI: -77 [da:38:33:e4:0a:1c]
RSSI: -86 [da:32:90:b6:0d:5a]
RSSI: -79 [da:38:33:f0:0a:3c]
RSSI: -85 [da:32:90:c3:0d:7a]
RSSI: -78 [da:38:33:f0:0a:3c]
RSSI: -94 [da:35:99:d0:15:de]
RSSI: -81 [da:38:34:00:0a:6c]
RSSI: -81 [da:38:34:00:0a:6c]
RSSI: -85 [da:32:90:dd:0d:ca]
RSSI: -80 [da:38:34:10:0a:ac]
RSSI: -82 [da:38:34:1d:0a:cc]
RSSI: -82 [da:38:34:1d:0a:cc]
RSSI: -83 [da:38:34:2d:0a:fc]
RSSI: -86 [da:32:91:05:0e:3a]
RSSI: -87 [da:32:91:05:0e:3a]
RSSI: -83 [da:38:34:3d:0b:2c]
RSSI: -82 [da:38:34:3d:0b:2c]
RSSI: -90 [da:32:91:12:0e:6a]
RSSI: -84 [da:38:34:49:0b:5c]
RSSI: -84 [da:38:34:59:0b:8c]
RSSI: -86 [da:38:34:96:0c:4c]
RSSI: -90 [da:30:ad:5b:10:7b]
RSSI: -87 [da:38:34:a3:0c:7c]
RSSI: -82 [da:38:34:a3:0c:7c]
RSSI: -93 [da:30:ad:88:11:0b]
RSSI: -84 [da:38:34:c3:0c:dc]
RSSI: -82 [da:38:34:cf:0d:0c]
RSSI: -80 [da:38:34:df:0d:3c]
RSSI: -79 [da:38:34:ef:0d:6c]
RSSI: -91 [da:30:ad:b5:11:8b]
RSSI: -96 [da:32:91:be:10:5a]
RSSI: -79 [da:38:34:ef:0d:6c]
RSSI: -88 [da:30:ad:c5:11:bb]
RSSI: -81 [da:38:34:fc:0d:9c]
RSSI: -79 [da:38:34:fc:0d:9c]
RSSI: -87 [da:30:ad:d5:11:eb]
RSSI: -80 [da:38:35:0c:0d:cc]
RSSI: -81 [da:38:35:1c:0d:fc]
RSSI: -89 [da:30:ad:e2:12:0b]
RSSI: -79 [da:38:35:28:0e:1c]
RSSI: -80 [da:38:35:28:0e:1c]
RSSI: -78 [da:38:35:38:0e:5c]
RSSI: -79 [da:38:35:38:0e:5c]
RSSI: -76 [da:38:35:48:0e:8c]
RSSI: -78 [da:38:35:55:0e:ac]
RSSI: -77 [da:38:35:55:0e:ac]
RSSI: -78 [da:38:35:65:0e:ec]
RSSI: -82 [da:38:35:75:0f:1c]
RSSI: -88 [da:30:ae:3b:13:1b]
RSSI: -83 [da:38:35:75:0f:1c]
RSSI: -89 [da:38:35:82:0f:3c]
RSSI: -88 [da:30:ae:5c:13:7b]
RSSI: -82 [da:38:35:92:0f:7c]
RSSI: -88 [da:38:35:a2:0f:ac]
RSSI: -76 [da:38:35:ae:0f:cc]
RSSI: -76 [da:38:35:ae:0f:cc]
RSSI: -73 [da:38:35:be:0f:fc]
RSSI: -88 [da:35:9b:98:04:9e]
RSSI: -72 [da:38:35:be:0f:fc]
RSSI: -71 [da:38:35:ce:10:3c]
RSSI: -86 [da:30:ae:a5:14:4b]
RSSI: -69 [da:38:35:db:10:5c]
RSSI: -70 [da:38:35:db:10:5c]
RSSI: -67 [da:38:35:eb:10:8c]
RSSI: -89 [da:35:9b:c2:05:0e]
RSSI: -67 [da:38:35:fb:10:bc]
RSSI: -87 [da:30:ae:c2:14:ab]
RSSI: -65 [da:38:35:fb:10:bc]
RSSI: -68 [da:38:36:08:10:ec]
RSSI: -90 [da:30:ae:d3:14:db]
RSSI: -65 [da:38:36:08:10:ec]
RSSI: -88 [da:30:ae:e3:15:0b]
RSSI: -67 [da:38:36:18:11:1c]
RSSI: -65 [da:38:36:28:11:4c]
RSSI: -64 [da:38:36:35:11:7c]
RSSI: -88 [da:30:af:10:15:8b]
RSSI: -67 [da:38:36:45:11:ac]
RSSI: -65 [da:38:36:45:11:ac]
RSSI: -89 [da:35:9c:25:06:2e]
RSSI: -68 [da:38:36:55:11:dc]
RSSI: -89 [da:35:9c:34:06:5e]
RSSI: -66 [da:38:36:61:11:fc]
RSSI: -69 [da:38:36:61:11:fc]
RSSI: -88 [da:30:af:3d:16:0b]
RSSI: -68 [da:38:36:71:12:2c]
RSSI: -68 [da:38:36:71:12:2c]
RSSI: -71 [da:38:36:81:12:5c]
RSSI: -70 [da:38:36:81:12:5c]
RSSI: -75 [da:38:36:8e:12:8c]
RSSI: -91 [da:35:9c:6b:06:fe]
RSSI: -75 [da:38:36:8e:12:8c]
RSSI: -81 [da:38:36:9e:12:bc]
RSSI: -90 [da:38:36:ae:12:ec]
RSSI: -94 [da:30:af:7f:00:3b]
RSSI: -84 [da:38:36:bb:13:1c]
RSSI: -82 [da:38:36:cb:13:4c]
RSSI: -78 [da:38:36:cb:13:4c]
RSSI: -86 [da:30:af:9f:00:9b]
RSSI: -79 [da:38:36:db:13:7c]
RSSI: -75 [da:38:36:e8:13:ac]
RSSI: -80 [da:38:36:e8:13:ac]
RSSI: -76 [da:38:36:f8:13:dc]
RSSI: -77 [da:38:36:f8:13:dc]
RSSI: -88 [da:30:af:cc:01:2b]
RSSI: -82 [da:38:37:08:14:0c]
RSSI: -87 [da:30:af:cc:01:2b]
RSSI: -83 [da:38:37:08:14:0c]
RSSI: -88 [da:30:af:d8:01:4b]
RSSI: -85 [da:38:37:14:14:3c]
RSSI: -86 [da:38:37:14:14:3c]
RSSI: -86 [da:30:af:f5:01:ab]
RSSI: -85 [da:38:37:25:14:6c]
RSSI: -85 [da:38:37:35:14:9c]
RSSI: -80 [da:38:37:35:14:9c]
RSSI: -81 [da:38:37:35:14:9c]
RSSI: -81 [da:38:37:41:14:bc]
RSSI: -83 [da:38:37:51:14:fc]
RSSI: -80 [da:38:37:51:14:fc]
RSSI: -84 [da:38:37:61:15:2c]
RSSI: -82 [da:38:37:6e:15:4c]
RSSI: -89 [da:30:b0:41:02:8b]
RSSI: -91 [da:35:9d:4d:09:7e]
RSSI: -88 [da:30:b0:41:02:8b]
RSSI: -83 [da:38:37:7e:15:7c]
RSSI: -83 [da:38:37:7e:15:7c]
RSSI: -83 [da:38:37:8e:15:bc]
RSSI: -89 [da:30:b0:5b:02:cb]
RSSI: -82 [da:38:37:8e:15:bc]
RSSI: -81 [da:38:37:9b:15:dc]
RSSI: -82 [da:38:37:bb:16:3c]
RSSI: -80 [da:38:37:bb:16:3c]
RSSI: -81 [da:38:37:c8:16:6c]
RSSI: -81 [da:38:37:c8:16:6c]
RSSI: -84 [da:38:37:d8:00:0c]
RSSI: -88 [da:30:b0:a7:03:bb]
RSSI: -81 [da:38:37:d8:00:0c]
RSSI: -85 [da:38:37:e8:00:3c]
RSSI: -87 [da:35:9d:be:0a:be]
RSSI: -87 [da:35:9d:be:0a:be]
RSSI: -92 [da:32:94:c1:02:aa]
RSSI: -82 [da:38:37:f5:00:5c]
RSSI: -87 [da:35:9d:cd:0a:ee]
RSSI: -89 [da:38:37:f5:00:5c]
RSSI: -82 [da:38:38:05:00:8c]
RSSI: -86 [da:35:9d:db:0b:0e]
RSSI: -87 [da:30:b0:da:04:4b]
RSSI: -90 [da:38:38:15:00:cc]
RSSI: -84 [da:38:38:15:00:cc]
RSSI: -89 [da:35:9d:f7:0b:5e]
RSSI: -89 [da:35:9d:f7:0b:5e]
RSSI: -85 [da:38:38:22:00:ec]
RSSI: -84 [da:38:38:22:00:ec]
RSSI: -85 [da:35:9e:06:0b:8e]
RSSI: -85 [da:35:9e:13:0b:ae]
RSSI: -89 [da:30:b1:0d:04:eb]
RSSI: -85 [da:35:9e:13:0b:ae]
RSSI: -90 [da:32:95:11:03:8a]
RSSI: -89 [da:30:b1:0d:04:eb]
RSSI: -82 [da:35:9e:22:0b:de]
RSSI: -87 [da:30:b1:19:05:0b]
RSSI: -81 [da:35:9e:22:0b:de]
RSSI: -77 [da:35:9e:3d:0c:2e]
RSSI: -87 [da:30:b1:40:05:7b]
RSSI: -77 [da:35:9e:4c:0c:4e]
RSSI: -90 [da:38:38:77:01:fc]
RSSI: -75 [da:35:9e:4c:0c:4e]
RSSI: -88 [da:38:38:84:02:2c]
RSSI: -89 [da:38:38:84:02:2c]
RSSI: -75 [da:35:9e:5b:0c:7e]
RSSI: -88 [da:32:95:61:04:7a]
RSSI: -89 [da:32:95:61:04:7a]
RSSI: -76 [da:35:9e:68:0c:9e]
RSSI: -73 [da:35:9e:77:0c:ce]
RSSI: -72 [da:35:9e:77:0c:ce]
RSSI: -75 [da:35:9e:86:0c:fe]
RSSI: -88 [da:30:b1:8c:06:5b]
RSSI: -74 [da:35:9e:92:0d:1e]
RSSI: -91 [da:30:b1:8c:06:5b]
RSSI: -90 [da:38:38:c7:02:fc]
RSSI: -90 [da:38:38:c7:02:fc]
RSSI: -71 [da:35:9e:b0:0d:6e]
RSSI: -91 [da:30:b1:a6:06:ab]
RSSI: -73 [da:35:9e:bd:0d:9e]
RSSI: -73 [da:35:9e:cc:0d:be]
RSSI: -74 [da:35:9e:cc:0d:be]
RSSI: -87 [da:38:38:fa:03:8c]
RSSI: -72 [da:35:9e:db:0d:ee]
RSSI: -74 [da:35:9e:db:0d:ee]
RSSI: -87 [da:30:b1:d9:07:4b]
RSSI: -74 [da:35:9e:e7:0e:0e]
RSSI: -72 [da:35:9e:e7:0e:0e]
RSSI: -72 [da:35:9e:e7:0e:0e]
RSSI: -90 [da:30:b1:e5:07:6b]
RSSI: -89 [da:30:b1:e5:07:6b]
RSSI: -74 [da:35:9e:f6:0e:3e]
RSSI: -87 [da:30:b1:f2:07:8b]
RSSI: -75 [da:35:9f:05:0e:6e]
RSSI: -75 [da:35:9f:12:0e:8e]
RSSI: -76 [da:35:9f:12:0e:8e]
RSSI: -77 [da:35:9f:21:0e:be]
RSSI: -76 [da:35:9f:21:0e:be]
RSSI: -76 [da:35:9f:21:0e:be]
RSSI: -78 [da:35:9f:30:0e:de]
RSSI: -79 [da:35:9f:30:0e:de]
RSSI: -80 [da:35:9f:3c:0e:fe]
RSSI: -81 [da:35:9f:3c:0e:fe]
RSSI: -80 [da:35:9f:3c:0e:fe]
RSSI: -83 [da:35:9f:4b:0f:2e]
RSSI: -86 [da:30:b2:58:08:cb]
RSSI: -85 [da:35:9f:67:0f:7e]
RSSI: -86 [da:38:39:9f:05:9c]
RSSI: -86 [da:35:9f:76:0f:ae]
RSSI: -85 [da:35:9f:76:0f:ae]
RSSI: -86 [da:35:9f:76:0f:ae]
RSSI: -83 [da:38:39:ab:05:bc]
RSSI: -88 [da:35:9f:85:0f:ce]
RSSI: -84 [da:35:9f:92:0f:fe]
RSSI: -84 [da:38:39:b8:05:ec]
RSSI: -85 [da:35:9f:92:0f:fe]
RSSI: -86 [da:38:39:c5:06:0c]
RSSI: -82 [da:35:9f:a1:10:1e]
RSSI: -83 [da:35:9f:a1:10:1e]
RSSI: -82 [da:38:39:d1:06:3c]
RSSI: -82 [da:35:9f:b0:10:4e]
RSSI: -83 [da:38:39:de:06:5c]
RSSI: -90 [da:32:96:b0:08:3a]
RSSI: -84 [da:38:39:eb:06:8c]
RSSI: -87 [da:30:b2:b2:09:cb]
RSSI: -85 [da:35:9f:bc:10:6e]
RSSI: -84 [da:32:96:bd:08:5a]
RSSI: -87 [da:32:96:bd:08:5a]
RSSI: -83 [da:35:9f:cb:10:9e]
RSSI: -86 [da:35:9f:cb:10:9e]
RSSI: -82 [da:32:96:cb:08:7a]
RSSI: -86 [da:35:9f:da:10:ce]
RSSI: -82 [da:38:3a:11:07:0c]
RSSI: -88 [da:30:b2:d8:0a:4b]
RSSI: -82 [da:38:3a:11:07:0c]
RSSI: -83 [da:32:96:e5:08:ca]
RSSI: -87 [da:38:3a:1e:07:2c]
RSSI: -79 [da:32:96:f3:08:fa]
RSSI: -85 [da:35:9f:f6:11:1e]
RSSI: -82 [da:32:97:01:09:1a]
RSSI: -80 [da:38:3a:37:07:7c]
RSSI: -80 [da:38:3a:37:07:7c]
RSSI: -81 [da:32:97:0d:09:3a]
RSSI: -84 [da:35:a0:11:11:5e]
RSSI: -81 [da:32:97:0d:09:3a]
RSSI: -77 [da:32:97:1b:09:6a]
RSSI: -82 [da:32:97:1b:09:6a]
RSSI: -87 [da:38:3a:51:07:cc]
RSSI: -81 [da:32:97:29:09:8a]
RSSI: -86 [da:35:a0:2f:11:be]
RSSI: -81 [da:38:3a:5d:07:fc]
RSSI: -81 [da:32:97:35:09:ba]
RSSI: -86 [da:35:a0:3c:11:de]
RSSI: -86 [da:38:3a:6a:08:1c]
RSSI: -80 [da:32:97:35:09:ba]
RSSI: -78 [da:32:97:43:09:da]
RSSI: -84 [da:38:3a:77:08:4c]
RSSI: -82 [da:38:3a:77:08:4c]
RSSI: -81 [da:32:97:51:0a:0a]
RSSI: -87 [da:35:a0:4b:12:0e]
RSSI: -80 [da:38:3a:84:08:6c]
RSSI: -82 [da:32:97:5e:0a:2a]
RSSI: -87 [da:35:a0:67:12:5e]
RSSI: -80 [da:38:3a:9d:08:cc]
RSSI: -78 [da:38:3a:9d:08:cc]
RSSI: -86 [da:35:a0:76:12:7e]
RSSI: -82 [da:32:97:79:0a:7a]
RSSI: -77 [da:38:3a:aa:08:ec]
RSSI: -86 [da:32:97:86:0a:9a]
RSSI: -78 [da:38:3a:b7:09:1c]
RSSI: -82 [da:38:3a:c3:09:3c]
RSSI: -87 [da:32:97:94:0a:ca]
RSSI: -78 [da:38:3a:c3:09:3c]
RSSI: -88 [da:32:97:94:0a:ca]
RSSI: -88 [da:35:a0:a1:12:fe]
RSSI: -79 [da:38:3a:d0:09:6c]
RSSI: -87 [da:35:a0:af:13:2e]
RSSI: -79 [da:38:3a:dd:09:8c]
RSSI: -88 [da:32:97:ae:0b:1a]
RSSI: -82 [da:38:3a:ea:09:bc]
RSSI: -79 [da:38:3a:ea:09:bc]
RSSI: -88 [da:35:a0:cb:13:6e]
RSSI: -79 [da:38:3b:03:0a:0c]
RSSI: -86 [da:32:97:d7:0b:8a]
RSSI: -83 [da:38:3b:10:0a:3c]
RSSI: -89 [da:35:a0:e7:13:be]
RSSI: -83 [da:38:3b:10:0a:3c]
RSSI: -78 [da:38:3b:1d:0a:5c]
RSSI: -89 [da:35:a0:f6:13:ee]
RSSI: -83 [da:38:3b:29:0a:8c]
RSSI: -87 [da:32:97:ff:0b:fa]
RSSI: -87 [da:35:a1:05:14:1e]
RSSI: -87 [da:35:a1:12:14:3e]
RSSI: -82 [da:38:3b:50:0a:fc]
RSSI: -88 [da:35:a1:21:14:6e]
RSSI: -89 [da:32:98:27:0c:6a]
RSSI: -85 [da:38:3b:5d:0b:2c]
RSSI: -89 [da:32:98:35:0c:8a]
RSSI: -85 [da:32:98:50:0c:da]
RSSI: -92 [da:30:b4:58:0e:bb]
RSSI: -87 [da:30:b4:58:0e:bb]
RSSI: -85 [da:32:98:5e:0d:0a]
RSSI: -86 [da:35:a1:76:15:5e]
RSSI: -90 [da:30:b4:72:0f:0b]
RSSI: -93 [da:35:a1:92:15:ae]
RSSI: -92 [da:35:a1:92:15:ae]
RSSI: -90 [da:35:a1:b0:15:fe]
RSSI: -88 [da:32:98:af:0d:ea]
RSSI: -83 [da:38:3b:dc:0c:bc]
RSSI: -90 [da:35:a1:b0:15:fe]
RSSI: -88 [da:30:b4:b2:0f:cb]
RSSI: -83 [da:38:3b:e9:0c:ec]
RSSI: -88 [da:30:b4:cc:10:1b]
RSSI: -91 [da:35:a1:cc:16:4e]
RSSI: -80 [da:38:3c:03:0d:3c]
RSSI: -87 [da:35:a1:db:16:6e]
RSSI: -80 [da:38:3c:0f:0d:5c]
RSSI: -88 [da:30:b4:d9:10:4b]
RSSI: -89 [da:32:98:e5:0e:8a]
RSSI: -86 [da:38:3c:1c:0d:8c]
RSSI: -90 [da:35:a1:f7:00:4e]
RSSI: -91 [da:30:b4:f2:10:8b]
RSSI: -80 [da:38:3c:29:0d:ac]
RSSI: -93 [da:35:a2:12:00:9e]
RSSI: -87 [da:38:3c:43:0d:fc]
RSSI: -81 [da:38:3c:50:0e:2c]
RSSI: -80 [da:38:3c:5c:0e:4c]
RSSI: -82 [da:38:3c:69:0e:7c]
RSSI: -86 [da:30:b5:40:11:7b]
RSSI: -82 [da:38:3c:76:0e:ac]
RSSI: -86 [da:30:b5:40:11:7b]
RSSI: -81 [da:38:3c:83:0e:cc]
RSSI: -83 [da:38:3c:9c:0f:1c]
RSSI: -90 [da:38:3c:a9:0f:4c]
RSSI: -92 [da:32:99:79:10:3a]
RSSI: -84 [da:38:3c:c3:0f:9c]
RSSI: -89 [da:32:99:93:10:8a]
RSSI: -77 [da:38:3c:cf:0f:bc]
RSSI: -76 [da:38:3c:dc:0f:ec]
RSSI: -76 [da:38:3c:dc:0f:ec]
RSSI: -74 [da:38:3c:e9:10:1c]
RSSI: -72 [da:38:3c:f6:10:3c]
RSSI: -72 [da:38:3d:03:10:6c]
RSSI: -72 [da:38:3d:03:10:6c]
RSSI: -88 [da:30:b5:da:13:4b]
RSSI: -70 [da:38:3d:10:10:8c]
RSSI: -70 [da:38:3d:1c:10:bc]
RSSI: -71 [da:38:3d:29:10:dc]
RSSI: -71 [da:38:3d:29:10:dc]
RSSI: -68 [da:38:3d:36:11:0c]
RSSI: -71 [da:38:3d:43:11:2c]
RSSI: -72 [da:38:3d:50:11:5c]
RSSI: -71 [da:38:3d:50:11:5c]
RSSI: -72 [da:38:3d:50:11:5c]
RSSI: -69 [da:38:3d:5d:11:7c]
RSSI: -71 [da:38:3d:69:11:ac]
RSSI: -74 [da:38:3d:77:11:dc]
RSSI: -94 [da:35:a3:4e:04:1e]
RSSI: -73 [da:38:3d:77:11:dc]
RSSI: -91 [da:35:a3:5d:04:4e]
RSSI: -74 [da:38:3d:90:12:2c]
RSSI: -90 [da:30:b6:68:14:eb]
RSSI: -89 [da:35:a3:79:04:9e]
RSSI: -79 [da:38:3d:aa:12:7c]
RSSI: -89 [da:30:b6:82:15:3b]
RSSI: -86 [da:30:b6:9c:15:7b]
RSSI: -92 [da:35:a3:a4:05:0e]
RSSI: -79 [da:38:3d:ea:13:3c]
RSSI: -78 [da:38:3d:f7:13:6c]
RSSI: -87 [da:30:b6:c3:15:fb]
RSSI: -87 [da:38:3e:11:13:bc]
RSSI: -87 [da:38:3e:11:13:bc]
RSSI: -83 [da:38:3e:1e:13:ec]
RSSI: -82 [da:30:b6:e9:16:6b]
RSSI: -83 [da:38:3e:1e:13:ec]
RSSI: -80 [da:30:b6:e9:16:6b]
RSSI: -90 [da:35:a3:fa:06:0e]
RSSI: -80 [da:30:b6:f6:00:0b]
RSSI: -78 [da:30:b7:03:00:2b]
RSSI: -78 [da:30:b7:03:00:2b]
RSSI: -86 [da:38:3e:44:14:5c]
RSSI: -77 [da:30:b7:10:00:4b]
RSSI: -92 [da:35:a4:16:06:5e]
RSSI: -85 [da:38:3e:44:14:5c]
RSSI: -77 [da:30:b7:10:00:4b]
RSSI: -77 [da:30:b7:1d:00:7b]
RSSI: -86 [da:38:3e:51:14:8c]
RSSI: -76 [da:30:b7:1d:00:7b]
RSSI: -87 [da:38:3e:5e:14:ac]
RSSI: -82 [da:38:3e:6b:14:dc]
RSSI: -74 [da:30:b7:37:00:cb]
RSSI: -90 [da:38:3e:6b:14:dc]
RSSI: -88 [da:35:a4:41:06:de]
RSSI: -76 [da:30:b7:37:00:cb]
